"beta0","beta1","beta2","beta3","tau","tau2","TIME_PERIOD","Type"
1.98216992933235,-1.10894611114998,1.0189501074504,9.46045886001027,0.000000197716812763638,192.692530225565,12724,"AAA"
1.94105403411262,-0.957454638077405,0.838641231628035,9.61410730231714,0.000000827489266680304,190.362199881834,12725,"AAA"
1.9306251743092,-0.972383255961162,0.822549693830118,9.64443683937724,0.000000828366843824878,189.555950670192,12726,"AAA"
1.91730764674208,-1.00548180456622,0.758400552543517,9.68364442797962,0.000000877218822602192,188.504456384627,12727,"AAA"
1.90118096613682,-1.10839173538451,0.585206079035625,9.74259893411528,0.00000385120129546892,187.624557483581,12730,"AAA"
1.96889638681282,-1.07050811691783,2.36671114197834,9.27619624157914,0.173138299068471,190.291285479022,12731,"AAA"
2.00999960521905,-1.36521345747002,1.33366222864258,9.05263990081305,0.000000727986472353574,193.302264457244,12732,"AAA"
1.91495958682749,-284.773451077236,286.326458868277,9.30615568551808,0.287304677317551,189.341628642499,12733,"AAA"
1.91225273706166,-235.369477336216,236.831350652072,9.22941488813658,0.290249212284322,190.115392551734,12734,"AAA"
1.90602561133189,-199.221638826518,200.777901356177,9.14838796202715,0.330467852878221,192.047690399852,12737,"AAA"
2.01475145530387,-0.802232512860166,0.765158805014582,8.71632617870343,0.000000158438947348855,199.404387769633,12738,"AAA"
1.95290110353984,-1.76879363511604,3.11771975993276,8.97925132877777,0.220156922054048,193.775690188982,12739,"AAA"
2.02533031951215,-1.13989997842813,0.98690792250787,8.83074844968308,0.00000053887744835238,196.525935639175,12740,"AAA"
1.96624736575298,-1.47208477175823,2.9603513134874,8.96324563428373,0.177962808396773,193.317899963838,12741,"AAA"
1.94811184715135,-123.663790764065,124.781552025794,8.95046851784202,0.302637586826728,194.787942385696,12744,"AAA"
1.94227440124229,-137.673687777099,138.890026352347,8.93140412741963,0.323745827135812,194.592163503772,12745,"AAA"
1.904351590368,-112.300745417333,113.803224819136,9.05280201706621,0.366212478066572,194.056510358911,12746,"AAA"
1.87550793804589,-108.925029847148,110.5434093819,9.10274324797606,0.374884204069979,193.326241791718,12747,"AAA"
1.87297309061637,-168.562010361993,170.233800230672,9.03695065426038,0.346564189024617,190.973649320773,12748,"AAA"
1.91151674019688,-201.923938423843,203.352793303271,9.02223712802655,0.29560198615518,189.74612908885,12751,"AAA"
1.88412996466263,-210.265187955916,211.848560432301,9.06557299753388,0.325160250112646,190.687534467305,12752,"AAA"
1.8566887951127,-202.03409549817,203.798275514772,9.07425045393416,0.341877673834904,190.661733388156,12753,"AAA"
1.91735982910793,3.07451449113207,-1.28695708860636,8.90993077301829,0.209425856079466,189.397453762659,12754,"AAA"
1.8841769263258,-137.723532399996,139.294718080579,9.00373724259026,0.354709037788944,192.446605452777,12755,"AAA"
1.82629126703081,-104.794679057591,106.711427693382,9.0608578296519,0.397170378986399,193.501358900457,12758,"AAA"
1.817802792576,-95.425406011895,97.4401272243461,9.04130176034085,0.414660374425483,196.272726738008,12759,"AAA"
1.85630302588121,-84.9016635630708,86.5618922738508,8.86494495725635,0.401409756919584,195.70277901378,12760,"AAA"
1.83649606816522,-54.3232162810885,56.0556350371714,8.69354395361106,0.447723732340746,199.37395579543,12761,"AAA"
1.86005101493953,-98.1540438199585,99.9665261593405,8.52786551704978,0.412582203725371,201.498844977539,12762,"AAA"
1.86297406109304,-55.6689740626573,57.2067395374986,8.50511420259495,0.432971145276928,199.419627828377,12765,"AAA"
1.8727541387421,-180.433809422526,182.207496525355,8.39072024943718,0.370625274812638,199.41625347147,12766,"AAA"
1.86971535226567,-88.2377732620871,89.9029711953113,8.21495410721745,0.411770692241997,200.68932035676,12767,"AAA"
2.00251903607205,-0.274588460830544,0.151234853369671,7.8059448900422,0.0000011794169816556,205.531969077319,12768,"AAA"
2.01490386500141,-0.742638215305931,0.380793967220324,7.82557018787169,0.000000574827325475995,198.179008668583,12769,"AAA"
2.00961481763054,-0.272741082258504,0.13713332152805,7.83568237858234,0.0000000806440754724983,205.019240520099,12772,"AAA"
2.05526140239189,-1.1540087612113,0.754408646266361,7.71179611163257,0.0000000866031445266575,201.133875840194,12773,"AAA"
2.02767117894614,-0.275410095619474,0.171631944629053,7.89541912003996,0.00000191183011823147,202.690502494509,12774,"AAA"
1.99367376796426,-0.0131431277583606,0.464843403275783,8.01594294055902,0.201672314978672,206.617832632249,12775,"AAA"
4.93378175788446,-2.89879722181672,-1.91578659884664,0.0338053674431138,37.4709136048033,314.350404967119,12776,"AAA"
2.0157525237816,-0.230277081774457,0.191467111934283,8.0129447257391,0.00000157958203213612,206.578709685307,12779,"AAA"
1.97641250618776,-88.3358038005932,89.3786333253679,8.13942999147513,0.36417757198917,202.619036195885,12780,"AAA"
2.04269232962517,-0.880312501639961,0.254631338464579,8.12182968268319,0.0953380298081459,200.093555031704,12781,"AAA"
2.03443507937066,-0.882313460790557,0.0974259209198466,8.16519966707652,0.0799470375406718,200.490443531967,12782,"AAA"
2.02756815324595,-1.10208929713962,0.185935301848075,8.2084091597201,0.112396853251124,200.838185523391,12783,"AAA"
2.03621651737668,-0.41870712908254,0.316791471340436,8.19250205913661,0.000000773435192665279,213.173789218222,12786,"AAA"
2.01957503270638,-0.854892903072413,0.0323863875291741,8.08084662672326,0.114825877040444,201.492577929766,12787,"AAA"
2.03549563969568,-1.03988446891792,0.337246196226968,8.06684006914406,0.172414978208809,198.399186192768,12788,"AAA"
1.99160991878402,-0.587656491715512,0.152056105408583,8.05801538137546,0.00000358669643163366,199.984221744638,12789,"AAA"
1.97810956877356,-0.512917463751701,0.124540192047073,8.00486885599923,0.00000079971793635166,201.815026177255,12790,"AAA"
1.96555584210441,-0.619725684100995,0.169161302270932,8.02056574254078,0.00000048880367056916,199.666916399612,12793,"AAA"
4.72561071647074,-2.70721670429184,-1.82392307950064,0.137145752542014,31.813000513237,294.827640316098,12794,"AAA"
4.7374524540956,-2.71999149027565,-1.81284036616927,0.131065219448581,31.8576211116245,294.848659313016,12795,"AAA"
1.97810747113256,-0.702781341727138,0.38249691616408,7.84280849136942,0.000000932259983146165,202.785552167463,12796,"AAA"
1.98604192407219,-0.820363899757212,0.405213786297008,7.68595651568652,0.00000103782408522944,198.937543814273,12797,"AAA"
1.98110124717805,-0.735577282369082,0.351305149331791,7.61123238622617,0.00000147867319186015,200.069525576562,12800,"AAA"
4.59409007115244,-2.57751072368646,-1.8474867044515,0.14499770399157,29.7859165447833,286.013318183042,12801,"AAA"
1.98675402306803,-0.411050763010153,0.134928597540145,7.31941413206574,0.000000136088828939002,193.068691525428,12802,"AAA"
4.59417680226471,-2.57823517510926,-1.7728308483807,0.0918471429359475,29.7434347332648,281.858594078412,12803,"AAA"
1.97829942806336,0.117593794908388,-0.56886612078412,7.61450081384719,0.00000112636497915748,190.781451962604,12804,"AAA"
1.98017920267147,-0.848947087714733,0.419164628110937,7.53797295491197,0.00000162152226002709,196.020201551902,12807,"AAA"
1.97727306980019,-0.906006978614457,0.456800501021979,7.32824375719111,0.000000335478267353988,192.213833109457,12808,"AAA"
1.97191489685267,-0.740903969426051,0.242197213313549,7.42614847095415,0.000000476930925726072,185.366071146022,12809,"AAA"
1.98794733434398,-0.860133964605098,0.404654420906554,7.42425071546962,0.052804088974648,182.54524965498,12810,"AAA"
1.97247170686996,0.0709711814926542,-0.57482178107746,7.42669883193407,0.000000915063664009036,188.271517015483,12811,"AAA"
4.52496223029729,-2.51148851257399,-1.80521923098497,0.0819245668963889,28.4811186164884,269.801606725314,12814,"AAA"
1.97011045407376,-0.684878166891406,0.22746619699852,7.40584489223242,0.00000720506434850072,187.567214433143,12815,"AAA"
4.48932573018889,-2.48084607139245,-1.69874191046579,0.0238104104247405,28.6246752653445,236.92516991348,12816,"AAA"
2.00016400115501,-0.07503516504855,-0.194910508415655,7.04842622808894,0.0319002284463361,177.652359536826,12817,"AAA"
4.37305831726613,-2.3589085035533,-1.66868494997994,0.0245006892971552,26.9205382757929,62.9092928481402,12818,"AAA"
4.29187587288929,-2.28510415476782,-1.52773260158261,0.0789574582183444,27.1752999791157,46.215956584655,12821,"AAA"
4.37120535893341,-2.36920867682072,-1.28915976688313,-0.106469505198346,29.9486918156875,300.621625104199,12822,"AAA"
4.26925475133274,-2.26169093572274,-1.47431678811936,0.0524308416566464,27.9485041943789,54.6837130478847,12823,"AAA"
4.29050555086634,-2.28074288823874,-1.60135921835007,0.0398874900985561,27.8276051227197,53.5949111157542,12824,"AAA"
1.98417317859807,-0.281281732202176,0.227955562587924,6.87518439674078,0.000000266439866010166,185.334668712079,12825,"AAA"
4.39428989155144,-2.38101441775706,-1.65213975050516,0.0302127035912808,28.0017317212548,58.5392217495861,12828,"AAA"
4.40017806971974,-2.40210798013175,-1.44969740145954,0.0423596930273384,29.5609024723899,55.5914001651037,12829,"AAA"
4.46250288568356,-2.47219973239125,-1.31952954650151,0.00779120737015265,33.0595538570854,78.7460395824435,12830,"AAA"
4.4967382236981,-2.51245781167558,-1.3734336421094,0.0435194101041425,29.7763238757551,78.1290755667245,12831,"AAA"
2.01161325101147,-0.989730982394821,0.186596519361641,7.44524107647287,0.20211080960408,174.521727433993,12832,"AAA"
2.02181782695633,-1.01649008357888,0.108310975868084,7.47089921364079,0.19875062684482,173.776320538634,12835,"AAA"
2.0081321386106,-0.927431199560704,0.271927155331308,7.58902924601035,0.182329698532534,173.826066148215,12836,"AAA"
1.99936088049998,-1.09989784799184,0.513255812891285,7.61015650482885,0.129339159612888,176.51945403266,12837,"AAA"
2.00653939504245,-1.3373806630814,0.43809552025244,7.69167015057049,0.0971076560820656,176.612871494616,12838,"AAA"
2.02303911149743,-1.07432302221807,0.31370304136023,7.67659699886472,0.18489130540553,172.647993770062,12839,"AAA"
2.01729337783614,-0.971708775771826,0.286476922018943,7.60768605236516,0.189831085851443,173.603245847667,12842,"AAA"
2.01113064526499,-1.0524193779966,0.347054966252973,7.76259125328161,0.164596805459934,174.721506951915,12843,"AAA"
2.00774815304608,-0.78580821607328,0.199873131747892,8.01326007590158,0.187899308082995,174.271150671071,12844,"AAA"
1.98624484577551,-0.893389945797535,0.502412841497012,8.10088808849914,0.141865453418888,177.698630142399,12845,"AAA"
1.96123091983364,-0.420571459391797,6.21134396233951,7.99797824997637,0.00542660648386577,178.64172232976,12846,"AAA"
1.94794093006018,-1.0096776648317,1.56528563457905,7.89275904829081,0.120755408803508,179.681157009437,12849,"AAA"
1.94439646216667,-1.12946002357334,1.60843472570225,8.03275667317388,0.16155196961114,178.866477228025,12850,"AAA"
1.96742199930647,-0.977945530827068,0.515379865757808,8.17403059813579,0.00000108645813009876,176.839544082779,12851,"AAA"
1.95307679451166,-0.771202461296702,1.12438807554576,8.21677131415363,0.164793313365967,176.654792828718,12852,"AAA"
1.94447920980909,-0.732816025552557,1.24870389550225,8.34913477994886,0.160718788443317,178.200284966958,12853,"AAA"
1.96508244240792,-1.00325384100881,0.540243889715737,8.2485151177779,0.000000113177337748131,176.450702401978,12856,"AAA"
1.96940250737419,-1.31819736264296,0.86189808563662,8.04063848539567,0.0000048835895554723,179.147953343809,12857,"AAA"
2.00948784022452,-1.02061824843514,-0.0815759286857447,7.79846952772953,0.0996888399961721,177.598469924403,12858,"AAA"
2.01277965917191,-1.00365332077506,-0.504182206588073,7.69529299269944,0.0569452342662186,179.47669914272,12859,"AAA"
2.0209601441214,-0.88285042578733,-2.32083749629648,7.79364002293249,0.0401522329657885,177.681259906262,12860,"AAA"
2.03782366163848,-0.971935662152128,0.127184332045119,7.69893793450271,0.20605820068307,174.845535344645,12863,"AAA"
2.04896063662019,-1.02643571688989,0.0989759053823327,7.53117982665909,0.202715491761607,177.721150902246,12864,"AAA"
2.06714584909921,-0.923190805237946,0.00468723837744389,7.54346449143495,0.250805231440484,173.976005668393,12865,"AAA"
2.07274711724193,-1.36604365444315,0.091324574846072,7.49629721574858,0.178070478546615,178.130963917685,12866,"AAA"
2.07219650243604,-0.868509507207099,0.00046066622292245,7.51508025898994,0.277332882738915,176.860897154609,12871,"AAA"
2.06581505075004,-1.15841313842612,0.103037042897613,7.54377556650495,0.198593873584181,179.74867446924,12872,"AAA"
4.62699144662734,-2.6405510486266,-1.30339282259093,0.167598448589525,32.5052739685069,181.041024864112,12873,"AAA"
4.70912108629001,-2.71771952149471,-1.58317144757775,0.0581682874227027,33.3789929762911,87.2648940293441,12874,"AAA"
4.61723018801603,-2.60032065946598,-1.79361650959057,0.171193584293295,29.921595799664,62.5331888002196,12877,"AAA"
4.60613827965893,-2.58963211679978,-1.76570054234648,0.178986157454363,30.1845634994905,61.4857574110501,12878,"AAA"
1.99132805736798,-0.389583959039349,0.202334497341516,7.6600997448982,0.000000346915861545327,190.787684111805,12879,"AAA"
1.97737888899501,-0.825062118591224,0.364231703255467,7.73607901620381,0.000000488001522066101,195.621737609701,12880,"AAA"
1.97701813660145,-0.764521632308254,0.356227243054608,7.89375699968322,0.00000198645742218309,198.885522327552,12881,"AAA"
1.9704362962369,-0.758392246442735,0.349232909835085,7.83869740870713,0.000000363366844107643,198.245272493699,12884,"AAA"
1.97145675513529,-0.828072767792479,0.371618722150252,7.73853701264194,0.00000105904066040966,195.734587117397,12885,"AAA"
1.97320518475013,-0.681780501506631,0.283342298246711,7.68321557504132,0.000000464357418605509,199.399403485854,12886,"AAA"
1.96910061558861,-0.759370995645455,0.33368481712552,7.73613898208317,0.000000513498521527965,198.262601019427,12887,"AAA"
1.94999758843811,-0.445165982648571,0.255515679678248,7.77990255612076,0.00000140592264421684,205.559743858958,12888,"AAA"
1.93872281898637,-0.5552758151981,0.297241545283803,7.80107665541207,0.00000164576120810858,203.914865049817,12891,"AAA"
1.93995630270832,-0.393633978668839,0.26202279335526,7.64151838459912,0.000000433081288030074,204.792375046196,12892,"AAA"
1.9378727842073,-0.3765008692717,0.303339404773466,7.66437372446233,0.00000213202469824839,204.931029717569,12893,"AAA"
1.94438237815618,-0.521253797008269,0.457224947380558,7.62033555947837,0.000000420453604578193,196.976918412372,12894,"AAA"
1.93096796197519,-0.456211130692075,0.311320576384894,7.64607255061094,0.00000000160036872343535,202.590896614029,12895,"AAA"
1.93655270347669,-0.422467871226217,0.317665493617293,7.56750040114191,0.00000175816398102673,202.934499796813,12898,"AAA"
1.92825902837355,-0.416078880658806,0.37126916848938,7.538959826805,0.000000603768324913946,204.019224847391,12899,"AAA"
1.85914870872185,-127.744188974764,128.814936038048,7.63496978962284,0.347674625197019,198.927564785937,12900,"AAA"
1.83599530289444,-108.947346824337,110.197662740349,7.73520957387554,0.372586564382748,199.222127292458,12901,"AAA"
1.82441536546399,-79.9513082467402,81.323945022914,7.83573143582815,0.392199769752458,194.404011283513,12902,"AAA"
1.7842156968107,-1.61941161680457,2.53100635787256,7.77270457943369,0.875724606666425,189.227006867541,12905,"AAA"
1.74991755149223,-0.338194230721124,1.14438178939926,7.8661723229573,1.20543141656741,189.023233199716,12906,"AAA"
1.76886156960818,-2.22332644497757,3.24261837282939,7.89854947084951,0.830871946840752,187.410082968805,12907,"AAA"
1.75299066975188,-0.331874650667888,1.13071321271119,7.97168112606728,1.20778685409313,189.659448835074,12908,"AAA"
1.78819508894192,-52.0323939477019,53.6002822320119,7.89482675612058,0.455460593877304,187.649034559155,12909,"AAA"
1.80062518142375,-43.378265706884,44.7722229532702,7.80071754087897,0.455812936465231,186.105156986181,12912,"AAA"
1.75632439267691,-0.45714428560796,1.27355121408062,7.70336421432433,1.14289077857705,187.893906896461,12913,"AAA"
1.75657722431469,-0.172272224793404,0.923142056942589,7.5858922307611,1.31702698334065,188.43063677766,12914,"AAA"
1.7806173733493,-0.524084024201433,1.29511269392575,7.49067454106901,1.09946826718182,188.694945803755,12915,"AAA"
1.78438103872059,-0.0554589030424112,0.67551646339992,7.40582788484704,1.43388358444103,192.861950163093,12916,"AAA"
1.79356729352464,-0.276343183705583,0.960159594736397,7.35543419470369,1.21531545952286,190.63173373197,12919,"AAA"
1.79052566944534,-0.285391183518832,0.972371113205395,7.41832440168327,1.2096664478425,190.902076148392,12920,"AAA"
1.79388534941256,-0.37330662105596,1.06267508353975,7.21140994385882,1.15231517875984,189.929330522213,12921,"AAA"
1.81060037775539,-3.02825755831963,3.93906559127157,7.15546875715437,0.747817878009497,188.374269319042,12922,"AAA"
1.85517334080551,-65.2533546435976,66.3370299892371,7.1150661141132,0.402762421430479,186.935836437956,12923,"AAA"
1.85157143893576,-128.78396240673,130.083089546214,7.03756623707383,0.37966207990381,188.466191547403,12926,"AAA"
1.78650926856627,-0.100537635587966,0.745798087193626,7.15997495115362,1.37467299649228,189.631951108638,12927,"AAA"
1.7291496041469,0.158185491061692,0.516505174870002,7.40126490481194,1.92411233088726,190.07546638486,12928,"AAA"
1.74534002569978,0.0594115658816068,0.64598321432693,7.4973310491157,1.63397673387218,188.548869827629,12929,"AAA"
1.81368979563415,1.95632228034544,-0.000826431941671583,7.46742605180185,0.258335063945866,199.371660791208,12930,"AAA"
1.81269207373741,2.33439598422932,-0.0865906494413424,7.49151119956595,0.226122229191523,200.145633868622,12933,"AAA"
1.70074147398559,0.213450530631474,0.455939222943067,7.58249131374436,2.1828360554406,192.526982413539,12934,"AAA"
1.58889857655007,0.333932717229024,0.523690295409623,7.97508242697047,2.47090594302837,190.93222735861,12935,"AAA"
1.69878491972661,-53.1592702283475,55.6648278614205,7.58211723997164,0.486710377445681,202.401039722746,12936,"AAA"
1.68237480854002,-19.1295469802096,21.444515702867,7.38090518698614,0.596141095601541,205.303783971265,12937,"AAA"
1.67436613289716,-61.8904660248879,64.7349881580837,7.44141099967232,0.489251735352315,196.800255169597,12940,"AAA"
1.64338087590143,-18.9503664265035,21.5289567970864,7.30504806486671,0.612667015723927,196.789985804877,12941,"AAA"
1.60688936503272,-10.5544413275604,13.0661480506401,7.29731268733493,0.697085933222011,195.818114523263,12942,"AAA"
1.5916947105638,0.0545538406911761,1.26880959760528,7.32189033886496,1.54392213345475,187.533369318924,12943,"AAA"
1.63780574472293,-0.0686608469111178,1.26572152353143,7.16613815232172,1.43969137997935,189.122128674895,12944,"AAA"
1.61552215725912,-0.0399099983698334,1.27219779159351,7.42351411058541,1.46435331621152,189.656570545824,12947,"AAA"
1.62298745674203,-0.0420863173866917,1.23187902996238,7.45221102170381,1.46266543331989,190.621025653692,12948,"AAA"
1.69242598772345,-1.07665950437866,2.29439731062968,7.5992713936442,1.03059536644414,192.213326806687,12949,"AAA"
1.73521523775385,-71.4542434522214,73.5521462353628,7.5176890730346,0.44717272821538,187.201440657303,12950,"AAA"
1.72779788555307,-52.9131576065599,55.0122431600145,7.39655341223597,0.472137507054798,186.302363132343,12951,"AAA"
1.68198042468076,-103.381386982171,106.060513475632,7.62709951943405,0.440264318532135,184.930836795769,12954,"AAA"
1.59358200503171,-2.82913250201879,4.63675294574004,7.61236018017636,0.89556213761079,185.783966619197,12955,"AAA"
1.55230457517186,-0.799254606066972,2.44129577806037,7.43498344928986,1.15687142558072,185.301384694386,12956,"AAA"
1.56237859441043,-0.439373300245044,1.92866410460237,7.47724035179913,1.25487600576995,187.22176368011,12957,"AAA"
1.56565205356871,-0.199150568641867,1.60846695150551,7.36730529993971,1.36053938662998,187.816479599665,12958,"AAA"
1.54534947072335,-0.0345298277252358,1.45311644974305,7.38152004697139,1.46576318925348,188.047101602027,12961,"AAA"
1.56072719130779,-0.00348734030881727,1.37186704571432,7.54515044109965,1.49073464310842,189.469245279435,12962,"AAA"
1.52183767527285,0.22557132422956,1.14298998531842,7.63828964160702,1.72471378956982,190.433531632963,12963,"AAA"
1.54329154309033,-0.0672749334608435,1.56497759160132,7.57064477015311,1.44300719575805,188.488371915734,12964,"AAA"
1.5752659863468,-0.0444095499025878,1.41715195050667,7.38787508982853,1.45837095543975,189.357091853954,12965,"AAA"
1.65107585060188,-0.14962254300062,1.33307606289595,7.26905878231533,1.37737841307307,191.776616410658,12968,"AAA"
1.74247852752675,-4.10464179998884,5.46169339571746,7.10894816272017,0.76205722768383,193.418630051486,12969,"AAA"
1.75057320803123,-32.6016797165568,34.4868552838314,7.06740654332375,0.514158597071254,192.849661556308,12970,"AAA"
1.67001622995912,-0.169859065429473,1.2339537507833,7.34204939990998,1.35419210041496,194.531154630829,12971,"AAA"
1.69255732913738,-0.17064452887331,1.2072002871601,7.13422632512043,1.35045294040882,194.277786491156,12972,"AAA"
1.71430237897376,0.143299962810851,0.677722994733765,7.31760560383599,1.77060475741137,200.086554724834,12975,"AAA"
1.73888586848719,0.11311341845712,0.633208913772351,7.2890868198248,1.73275697243214,202.075687812323,12976,"AAA"
1.76150347031285,0.0488805850909981,0.660356035460361,7.32411246100205,1.60467833979513,203.264276640551,12977,"AAA"
1.78338874500785,-0.251927231223337,1.01033457910634,7.40049555456049,1.24886087140464,202.45841262019,12978,"AAA"
1.79857987965182,-0.511299449148116,1.32037368786789,7.31776349056163,1.1128250230149,201.325810076869,12979,"AAA"
1.77330273727877,-0.0082981569849058,0.744570738637678,7.26503699194141,1.50334266358752,201.818389496965,12982,"AAA"
1.79530578002587,-0.501794422917372,1.31526549290876,7.25055269209707,1.11813535446598,200.652172948308,12983,"AAA"
1.81034528601725,-35.010236207779,36.5894629738138,7.1551102436348,0.486997536158366,194.725541651444,12984,"AAA"
1.76396909693172,-0.201924355630973,1.07339344512851,7.35900680724188,1.30795492957928,198.174137026984,12985,"AAA"
1.73608506541835,0.0602125998984858,0.777462252941995,7.29722136553179,1.60213120687379,198.47975549265,12986,"AAA"
1.73903960692865,0.0951977472512125,0.718820864043539,7.23586329530902,1.67019656064476,198.894515387297,12989,"AAA"
1.77554960783081,-0.0172101750177043,0.800606972580335,7.15069273884432,1.48940804371993,199.356167989621,12990,"AAA"
1.76209540406832,0.117209219910509,0.644068317468437,7.13018733165187,1.73584507527612,200.030632625321,12991,"AAA"
1.78950763585151,0.0470809688924248,0.668196397150198,7.05495663153429,1.59936628612829,201.00595687594,12992,"AAA"
1.79843795172384,0.0222892059684418,0.688744717713002,7.0265696104219,1.55428299100208,200.855382109249,12993,"AAA"
1.87207319377456,-12.3837078392117,13.4811309828315,6.94732777711208,0.562508514889397,202.822871652449,12996,"AAA"
1.86864823972474,-28.3350874156788,29.5037142969972,6.95510402494828,0.480115559348481,201.981420450709,12997,"AAA"
1.87779009285075,-82.8025242494056,84.1288855606914,6.9984786578988,0.401225120273191,194.726874326955,12998,"AAA"
1.88241007138737,-75.3729422279824,76.6650208763565,6.93574846952907,0.405906093270535,195.131996079946,12999,"AAA"
1.91557867672125,-95.493266854737,96.4448629153021,6.9619350260825,0.352194225777081,192.368123335878,13000,"AAA"
1.92362689144546,-93.6598677830746,94.4975669829172,6.90087426654612,0.329526463302813,191.108158394696,13003,"AAA"
1.9315514715552,-89.7473876336108,90.5461376085053,6.79392771965559,0.326000577779962,191.41612170491,13004,"AAA"
1.92652433101659,-132.031479599569,132.962125681163,6.73645241460534,0.335158576320627,192.248754998778,13005,"AAA"
