"beta0","beta1","beta2","tau","TIME_PERIOD"
2.02526663857589,-124067.823089911,124021.025918008,0.946115784774658,13985
2.49956977766954,101915.533050605,-101960.914340391,2.2525684676288,13986
3.26819472014579,-2.70902099998918,-2.65970621516406,54.3182968763907,13987
3.26258695422794,-2.70817708308245,-2.70601485463295,51.1847334654708,13990
2.17918057489944,-176987.864892454,176925.451771135,1,13991
3.10159345386159,-2.51749451326797,-2.55841360175739,45.9397433534807,13992
2.28604703106498,-133574.483627784,133522.770287899,0.876557889622138,13993
2.27737070492548,-148635.285428265,148589.02008422,0.920659791861226,13994
3.16378923826064,-2.6056729554515,-1.08074730535597,66.4115629767616,13997
3.09199234086804,-2.51379326410255,-1.6778550437982,54.6445464774437,13999
3.07160027052438,-2.50343384965811,-1.93146428814597,48.6659400165782,14000
3.12411984291069,-2.60236726886017,-1.48169745767709,55.0607012986725,14001
3.00610807611155,-2.48184413505614,-1.67236011522772,43.9719810940516,14006
2.58019445669827,230191.090578607,-230278.899406517,1,14007
2.53864398162417,-231002.016193323,230918.344663738,1,14008
3.01633151945822,-2.46372075937819,-1.81815181813386,48.2240968453271,14011
2.42659641224006,-168442.226121363,168376.748022667,1,14012
2.3097021056321,-157535.360688007,157478.41886529,1,14013
2.20978669473002,6330.27844722302,-6349.38245211637,2.65070433915069,14014
3.01302229696032,-2.45400000839357,-1.10319216528301,52.7689059592889,14015
3.26764269731952,-2.71077047077369,9.17105164630484e-05,99.8416565851113,14018
3.35916489469371,-2.80519675048862,0.00092541750282169,108.736421223215,14019
3.19224080004706,-2.58396258832249,-1.57225946327853,59.6000971229502,14020
3.02356944730215,-2.42278039357838,-1.87476068827571,42.3505932653801,14021
2.41683358105316,-1.85125143974959,3.07618665445667,171.284948267594,14022
2.56886158274,133708.590625351,-133744.640156436,2.09514868306162,14025
2.74612997181463,241110.020258059,-241206.759387882,1,14026
2.31193781262569,-139777.663526161,139731.04335919,0.928866414970406,14027
2.29270656384576,-119127.414360901,119084.617594035,0.964112779982325,14028
2.60309207840571,133272.377960579,-133308.098873117,2.09558259588481,14029
2.36982849720098,-124091.662496865,124047.830419489,0.986832212847746,14032
-21.9955020659343,22.5667121493478,36.996388013948,586.143713949486,14033
3.02955205165608,-2.48205852840027,-0.997970643804587,50.1898137999838,14034
1.24133137749355,-0.684979884734858,5.69675128694337,241.261215955258,14035
3.02380247854222,-2.48089251624597,-0.783530586027258,54.4019415003572,14036
2.98711144521963,-2.44299749684409,-0.958251422309786,52.2660190164177,14039
2.28075742462459,-124600.793809466,124559.519039727,0.932916778005397,14040
2.87586978934276,-2.30973949814666,-0.000350284877383972,55.3100059338583,14041
2.51752054410391,-194606.988503869,194539.25335689,1,14042
2.32391696147332,-156505.148738754,156460.376370226,1,14043
2.97329329707425,-2.41495282721493,0.000491118271857894,59.0272368022212,14046
3.14158809933415,-2.56229628251597,0.000179992875660078,74.8493348787935,14047
2.48369377628113,-121329.275807856,121278.591947105,0.943159280805187,14048
3.2003534781335,-2.63489261160117,0.00172086185825879,81.3463485677376,14049
3.1314318373484,-2.57287460156418,0.00024739642011345,80.0994559498131,14050
2.52154782326598,131601.016369506,-131636.317701027,2.0979436245642,14053
3.16000754720198,-2.58637335753491,0.000250176875350009,91.0502845153908,14054
2.46319872605684,11131.7829745746,-11156.2693686127,2.56771298385666,14055
2.51122415698411,-211109.434796231,211031.37976676,1,14056
2.97914616967765,-2.33709620315322,-2.06288534945278,43.465430649735,14057
2.38488585140708,4076.35571415808,-4098.29336630887,2.89700635873165,14060
2.20231258414492,-133307.871887046,133265.62466708,0.963191981471679,14061
2.88286345374826,-2.30994946332322,-1.39625297001791,43.7876773584176,14062
1.21348005691978,-0.65301430392481,5.37531197954514,236.798734410008,14063
2.96094511137568,-2.38659359890965,-1.1789806231804,52.8989823896276,14064
3.07417406053704,-2.49397137145042,-0.000233374872296495,89.0114265369562,14067
-2.48997254718196,3.07568961942331,11.3566187155326,382.094413463062,14068
2.88446289785559,-2.28253837894678,-1.57869522977185,47.1927559752084,14069
2.02962949233156,-142577.492936001,142538.391272423,0.965438333666913,14070
2.35715227495385,-160663.487338215,160599.302640501,1,14071
-8.7325939051298,9.27595682642814,20.3283212423572,513.078320568805,14074
3.02383603394749,-2.37963563339456,-2.23492705160283,45.3883711516098,14075
2.12417967006085,161896.945240159,-161950.61279939,1,14076
3.37480908766472,-2.78051193352052,-2.09147784979541,58.9802637587099,14077
2.15255457171283,-139779.046739042,139732.890001546,0.951741506439456,14078
3.25191989005115,-2.73912320022635,0.00153296737220138,107.273451958125,14082
2.13735351359886,-128757.666454935,128718.000300244,0.977163298911544,14083
2.12077308015682,-1.60505239338704,3.72412969496291,193.611910934828,14084
3.26592296714456,-2.67758652900995,-1.91803918522841,57.0593113173542,14085
2.99480587985736,-2.43127447725419,-1.47087015663939,51.8708991782816,14088
3.07345291379365,-2.51481286703868,-1.25392840500185,65.0526857256081,14089
3.11517833518794,-2.51975246386108,-1.78249712857216,56.1232194230234,14090
3.41389428322437,-2.83500327839505,-1.78937494892788,68.5424391678505,14091
3.052568000971,-2.44124528426657,-2.05806051120452,49.9403659337762,14092
-96.2040822768503,96.7158215580058,123.066178331409,1343.28299324781,14095
2.97506183312713,-2.36995637825415,-1.97282876620838,47.0041655556318,14096
2.40716534281146,222176.824125308,-222261.486853244,1,14097
2.96724440123253,-2.38303543906191,-2.01777311274141,46.7800421478217,14098
2.95823120383536,-2.30071720371532,-2.5839885956309,42.8966930852077,14099
2.56020305482671,144662.548621253,-144712.449630543,2.206243103159,14102
3.25642329363669,-2.67165047631719,-2.15432742168257,63.0946621042423,14103
2.89539055110271,-2.28482102760571,-2.20028632262673,46.2628714366292,14104
1.9582108650012,156200.488878175,-156251.604618735,1,14105
2.90308058685431,-2.29578434966489,-2.44824661801009,42.0081449980471,14106
2.20823416985304,8368.30623935922,-8391.33561253666,2.65592862290112,14109
2.12486703364812,-133850.322248969,133806.211496425,0.992861006384649,14110
2.13353952767068,-124455.175433967,124409.186314202,0.943745352042226,14111
2.97230763572256,-2.42854006297851,-2.08930177905981,48.7954435483156,14112
2.99690171561355,-2.39128347448768,-2.52687504492245,45.1312004855073,14113
3.01019039931189,-2.4232955640121,-2.41335996280482,46.5029765157772,14116
3.18082157788509,-2.63991032992213,-2.04444007105711,58.5996997525831,14117
-329.537252738436,329.99740196719,376.364867009395,2328.36595172047,14118
4.3726420646104,-3.8073709492705,-2.44190659129564,113.908848921982,14119
2.9739577573572,-2.33365554973039,-2.54360325161093,45.9626838735284,14120
2.46308645634176,231808.580682833,-231898.453429485,1,14123
1.91506873571742,-127580.177390489,127541.61458848,0.938878761190168,14124
3.04546614489237,-2.41547720704684,-2.40949386537237,51.5803885214478,14125
3.03654798255226,-2.45136848856992,-1.89415219472011,55.3791994698995,14126
2.89622078627427,-2.30815882219001,-2.24988037382398,45.6262161144116,14127
3.03124762944097,-2.47142871187245,-1.6120380499326,58.884924793597,14130
-5.33354177248851,5.84062086062954,15.4236084703464,453.089464626661,14131
3.22883930246835,-2.72656848892438,-1.07379831421774,79.5540789172432,14132
-15.2748660183727,15.7460713518302,28.6179768628815,636.436616653479,14133
2.97933495873404,-2.44972131795231,-1.48347866092087,58.887176803915,14134
2.96730484027373,-2.38592944644729,-2.44146451809331,46.1274022507268,14138
3.24059924408769,-2.71833395676134,-1.43629958529001,72.7681363771512,14139
2.91987157315047,-2.30356137270301,-1.91484596997292,47.7826483550738,14140
3.48322740457861,-2.92423388222521,0.0003722513090707,138.67900618381,14141
-10.2262603028126,10.7703901005339,22.035444067598,548.729758820301,14144
2.84516709764279,-2.23104325835538,-1.90159095934367,44.9103439020462,14146
2.8367495541943,-2.28571519136874,-1.21916354065386,56.2103753979603,14147
2.92943812773269,-2.32223979210279,-1.62445499199118,55.840126727918,14148
3.08016473071959,-2.45924968935434,-1.83459842325648,56.2991011728234,14151
1.94128741086858,-123404.388105691,123366.517128201,0.965216345938412,14152
4.03014215605994,-3.46067990252211,-0.969752093220477,133.386009927426,14153
3.11146008655655,-2.44187087379896,-2.17256024315246,55.3088602197333,14154
2.22680841298153,130435.469678669,-130470.814929569,2.12567738475469,14155
2.98492034804905,-2.35290189697026,-2.40810100652525,55.6382848823674,14158
1.90085586649354,-129165.731854664,129128.099165684,0.953826860696696,14159
2.79146004074043,-2.00049320011987,-2.81099248600843,41.642119783714,14160
2.45084412217942,-235170.114874828,235068.091406744,1,14161
-0.284953040128165,0.887934272765436,7.14035843948002,312.283358744207,14162
2.76075922602593,-2.06051805026961,-1.72963309983223,42.0282287346343,14166
2.17274230158471,-123852.117213129,123808.86697147,0.940924257276061,14167
-87.8022800116695,88.3632431969789,111.727751456222,1076.97893441697,14168
1.90496957400594,-138232.519727576,138197.813963456,0.936035335544115,14169
2.9755451118061,-2.38164987339747,-1.57308522434891,52.4416643186677,14172
-76.4972532081441,77.0302170115436,99.8058469786876,1018.73572106883,14173
2.90524289967877,-2.33496240302144,-1.69844971342935,49.4886320321038,14174
2.91382920303407,-2.23695403854547,-2.51048306816514,40.5880526094239,14175
2.83332300280971,-2.18441277418688,-2.31530936412042,39.3447417031247,14176
-491.726910730868,492.195668664838,547.535681308531,2740.94087157677,14179
3.00573448290795,-2.37251990011769,-2.4172248653377,42.8229489774944,14180
2.89285266762877,-2.30965838910751,-2.73121613443734,38.6877932949725,14181
2.13935582256236,-122995.697080342,122944.738022267,0.937433624221134,14182
2.85732231361634,-2.28952045453504,-3.01034188711847,35.2043815788258,14183
2.82026780571398,-2.27108569123471,-2.87723631426349,34.8749857069358,14187
2.36525450101296,7776.24907393602,-7802.99730621772,2.74443342587908,14188
2.8477324625354,-2.35172919285956,-2.65268140399812,35.7504891857447,14189
2.15516174254914,-118869.661159989,118816.924435361,0.945962298222707,14190
2.28946347271502,-166374.524624257,166307.039313619,1,14193
2.83076652605168,-2.27356187586214,-2.72906035104528,34.9462936191246,14194
2.23457014821756,-188651.063413066,188582.245980746,1,14195
-1.30176130132776,1.57520413027997,9.67796042638398,303.872814329113,14196
4.45080925474885,-4.00452246786499,-3.60243197996017,68.603747836692,14197
2.83728455163461,-2.06374034364476,-4.00059161566291,27.8157161200481,14200
-291.432951759891,291.702314972832,337.440316893597,1945.6590134494,14201
-2.18511270030457,2.444667346977,11.2502689313244,322.894183319308,14202
3.06608890328583,-2.61610504483285,-2.53112095801867,46.1756011041143,14203
2.39184436323447,132864.265906655,-132906.18820768,2.15410255536209,14204
2.76744914267953,-2.1520789261639,-3.09837520333262,33.3352780551273,14208
2.74305881068464,-2.1364433345407,-2.83540021186303,33.9074707783058,14209
2.04292461455105,-122506.352643221,122457.522574242,0.918865642968854,14210
2.86783845179114,-2.19568693891009,-3.1217690094117,39.150944698726,14211
2.22594967963609,191287.75115131,-191358.389553177,1,14214
-61.7140304009307,62.0215575845271,83.7538171248363,1009.16821494875,14215
2.80366041919658,-2.19439169972422,-2.8819418467797,38.3796572177296,14216
2.9041208656153,-2.36472865910196,-2.61655578369677,45.0385635761484,14217
2.46825157843039,146434.267914858,-146481.87931099,2.17963162633702,14218
3.0781082644704,-2.48362538530393,-3.05186840348038,44.3707829001,14221
2.35562770918422,219428.025163549,-219515.896371242,1,14222
2.85709831795886,-2.21459061293155,-3.00509524150037,37.1149932375861,14223
2.0670230804905,-129374.2848262,129325.542753734,0.917321181225079,14224
2.98858939408862,-2.5227694530212,-2.37054647726537,50.4700925199009,14225
2.92656345420893,-2.28541325556588,-3.28911143338661,38.024531244899,14228
2.26827289427099,7262.24041629594,-7288.16147079694,2.7592038094715,14229
-162.234085885196,162.492298074755,195.952666497146,1636.71117782533,14230
2.25755059313063,137081.499702848,-137121.576172383,2.13009761639505,14231
2.11861898802281,199013.671853706,-199083.130118519,1,14232
-1359.91605406447,1360.07352930437,1445.75160534681,3897.14327754265,14235
1.90190136359452,-121925.113206255,121875.86658146,0.94093642895911,14237
1.83062029816967,-162503.406838266,162445.640513601,1,14238
-4.09503171864241,4.27610085139944,12.8091972354755,401.858775783308,14239
1.98543207179839,131613.449441534,-131649.245335171,2.11554772325178,14242
1.74153905995068,-126261.988903794,126218.527575997,0.958933358764868,14243
1.84551279361425,160148.024405976,-160208.865073797,1.0006171240793,14249
2.37022268704191,-1.65845459246561,-4.11895647401504,23.1591969993009,14250
-8.97965950248009,9.11380946847392,20.14585915512,499.804732337675,14251
-2.48630843581147,2.58017791600403,11.1816935984345,332.706570263926,14252
1.63986729121473,-117149.499743879,117107.581885369,0.925317371156872,14253
2.12226220602126,144234.856893567,-144275.651122554,2.13274844494772,14257
-368.563745058601,368.65330884292,418.101376231309,2184.70828754405,14258
-860.694949553139,860.792821772157,929.869738429014,3017.55693657858,14259
-476.00784615843,476.101323803661,531.637203876173,2456.56306195627,14260
1.89173922526122,-138087.405380672,138037.289755841,0.952422900798573,14263
-243.29755459118,243.404915118619,283.400541436944,1862.76594183596,14264
-7.63114385606142,7.73160408412447,18.2292766759581,469.113114404521,14265
-28.9836090375451,29.0564538027012,45.6574594800715,710.113415572942,14266
2.29339107228344,141734.045745702,-141783.890425319,2.20424295129166,14267
2.0045500967938,174481.111488929,-174547.816554225,1,14270
-838.56612345066,838.660816312638,907.882872275517,2865.09693428425,14271
1.85459144347287,-135208.324519837,135160.749976772,0.938453659934621,14272
2.02738102788176,134135.295279995,-134173.023725743,2.13122453188954,14273
-40.4083005677803,40.543805035107,59.1635323754673,817.113210633874,14274
-310.820787415676,310.961541054761,356.06500746274,2007.73780676291,14277
-3.6139932517263,3.73661366042309,12.5421195685026,349.607808004346,14278
-472.590092025517,472.732919726122,525.200771071731,2078.71236429295,14279
2.08061794233807,10674.6113402513,-10699.0911460842,2.57985090675011,14280
0.204237884654613,-0.0874040979674731,6.58480437153603,238.521123721023,14281
-0.342361980379428,0.469034941250488,7.55075550984441,269.037883177165,14284
-654.323273575629,654.483888539602,714.901317177241,2612.44940803321,14285
2.13692585877049,-246347.694256313,246262.594441524,1,14287
-994.20918385501,994.335838397667,1067.77817377991,3195.89856361846,14288
1.94023316951621,-138040.509600504,137991.496416782,0.942705582203261,14291
-140.076927407191,140.251031836242,170.413864910276,1502.09980947559,14292
1.96356366223664,5259.79239025121,-5282.69299951796,2.83254376536658,14293
-274.373230862012,274.550052311347,315.321177710924,2081.90269456916,14294
-1188.51144222253,1188.64270028285,1269.3833502701,3686.18909428544,14295
-473.832386029325,473.997829463043,525.258694853573,2489.52941182757,14298
-397.472445298289,397.622006467259,446.96288990102,2320.90381515854,14299
-11.9525057564446,12.0847325857142,23.9880250196871,483.855075730621,14300
2.72679402805907,-2.26018156245758,-3.28716017047815,35.903993190097,14301
1.82307601688383,4710.71700879395,-4731.4961116743,2.84460488792155,14302
1.87382711605998,-126138.222446986,126091.468405026,0.968167778538711,14305
-278.388214535572,278.531552965744,320.86396727516,1913.71698770455,14306
-202.730915169339,202.904471390003,238.765613631266,1744.10721838648,14307
1.95444493227177,-181378.712432589,181315.690798399,1,14308
2.23164279824621,141707.623882105,-141753.610148246,2.17984575944652,14309
1.71316770553487,-124654.429850415,124613.124145511,0.96374764843846,14312
2.47589276460772,-2.07232747392603,-2.70295500172046,31.3773185712008,14313
-10.5208676342002,10.666846846622,22.2008104772785,464.925933674925,14314
2.19530536509299,224319.328535569,-224404.06541512,1,14315
2.09977243256122,196694.379011309,-196776.509758817,1,14316
-826.092812419055,826.23228700207,894.419758515034,2965.18941318591,14319
2.65651905636585,-2.3519869958096,-2.34958962112379,38.3848707617068,14320
-667.153535411751,667.309287877092,729.515692834426,2775.81342869293,14321
-437.897125484306,438.027878292531,490.596660389943,2419.09856261731,14322
-809.296040502108,809.41788128606,880.25396320551,3199.19236015595,14326
1.52190511887993,-128812.335257872,128776.727899427,0.962166230530462,14327
-4.86532090048606,4.97637323289826,14.5165438271005,371.984169260001,14328
1.9540141870723,3912.11283215504,-3933.79358770342,2.92126055194278,14329
1.94649468622259,-131616.8599116,131570.183204788,0.966783697539137,14330
2.38852099573348,-307339.130098146,307220.8916889,1,14333
2.50517498711326,-2.20765315447749,-2.34011781567166,34.2791805735491,14334
-419.951493018824,420.066678777152,470.552056061868,2029.37606182728,14335
1.70153467311224,-125993.384249879,125953.582223856,0.94054653918438,14336
-1.6788567291372,1.74154986386898,10.0819142389626,275.039626506778,14337
2.56237720955705,-1.75761992958134,-4.66139916447776,20.5141816277219,14340
2.55417250443444,-2.25768826589422,-2.53501814999457,29.8510674602239,14341
-0.34777381465026,0.417617576913172,8.0509238313972,233.916129879213,14342
1.93780182894304,-122530.423773789,122485.199008115,0.974701120107398,14343
-82.0873763461756,82.2249200480921,107.400571844507,916.071480921696,14344
2.27813986017963,-187400.589048396,187326.683212856,1,14347
-0.977156631022556,1.07471154904069,9.22301171199347,257.947483905495,14348
2.05167265545475,-135530.616302597,135478.045863942,0.92700193852901,14349
2.61432739854912,-2.33781081485973,-2.51719531046144,30.0877998348272,14350
-280.463272190044,280.544063974596,326.133682560306,1599.3009525608,14351
0.860596112939244,-0.815358509514758,6.00793265194299,205.105280366051,14354
2.16015594610265,6291.24033470626,-6316.2123098028,2.78404010214284,14355
1.87562513725327,-117432.782032738,117384.953420562,0.944977381280172,14356
2.74012972343626,-2.51062509037079,-2.55273353279832,33.6558732735785,14357
-1.04569332498287,1.10289652402818,9.38932421756083,262.608250601398,14358
2.6382511833524,-2.36084386257677,-2.70707814219651,28.9501000484434,14361
2.19378345854893,-181677.863667112,181605.064307795,1,14362
2.72260523138405,-2.5201415447728,-2.36706666683629,34.499751865211,14364
-148.990899895332,149.063750747224,181.557075524996,1200.37184861236,14365
2.55678145849875,-2.2495374315885,-2.77986236134826,27.8725186499756,14371
1.96546085457069,-125676.182640956,125624.985038756,0.917917714717086,14372
2.66915130728047,-2.43611830786424,-2.52190211038992,30.7981808642499,14375
2.34245653552374,5219.93015202416,-5246.37444611149,2.8605793295365,14376
2.27129784108305,10861.2051220245,-10889.2735357871,2.62977139033653,14377
-0.920523123096091,0.953390580510797,9.06304189941249,254.708184385394,14378
2.56143037515389,-2.25644725325556,-2.99233921350826,26.0611137764146,14379
2.08072531171379,4917.83484523979,-4941.36828512375,2.84568836375837,14382
2.02015057790813,-118709.27807302,118654.549773757,0.929391008987773,14383
-7.51229557724797,7.53609593761418,19.1902004886963,376.050683228702,14384
-2.90395244536665,2.90308321323732,12.4034602760863,299.399533538693,14385
2.202163718173,-163033.369789222,162960.63467792,1,14386
2.27181707542372,180462.23722858,-180534.634043862,1,14389
0.119148429120447,-0.166616937629443,7.41855028115566,208.209788279823,14390
2.40700370480742,225135.465326897,-225228.972021282,1,14391
2.39362862821214,196175.96489072,-196268.905751031,1,14392
-27.3054796755102,27.2620305174989,44.5149635731301,501.136406890939,14393
0.251108737151543,-0.313655767685437,7.36221840438283,202.961089507567,14396
2.7977946702439,-2.66740616741136,-2.68028613928044,29.8914300765925,14397
2.78853307909585,-2.60908704156862,-2.94564577524526,28.0855420458769,14398
2.45160229995073,131019.033066801,-131064.294283315,2.16110250013553,14399
2.36521546833628,-191085.149572829,191004.610087783,1,14400
2.75775554585093,-2.61152269893548,-2.59604449017326,30.2926811744205,14403
2.66685640387464,-2.51969779530232,-2.52848142168674,28.646428349905,14404
2.16203715467036,172081.321736058,-172150.134434127,1,14405
-82.3539974002672,82.3409018679621,109.031637706427,778.2795623828,14406
2.68079648433989,-2.49400379013501,-2.75724373758781,27.2843657210738,14407
-0.487723327344888,0.480075571845712,8.72938111393042,239.669819687706,14410
-99.85100334346,99.8699265034844,130.104766916071,1006.4109375216,14411
3.01243191748434,-2.90809834839689,-2.29201915511793,40.5077941393477,14412
2.39845935933417,131330.592711518,-131374.559081065,2.15522768103988,14413
0.175320960658715,-0.201862632634668,7.35228710123932,222.291768197629,14414
-11.3006874270835,11.2909690195743,24.7457901639181,423.947744353497,14417
-4.55883709154862,4.55381993874869,15.0146684576523,340.198562006797,14418
-4.35239161109293,4.32093896379011,14.6478165960486,330.26421207198,14419
1.91630510573919,-141147.829128456,141097.258817736,0.934796628425,14420
-345.62685756342,345.597949769632,395.359672055616,1728.32723153147,14421
-384.901650060038,384.876645022377,436.928803045629,1878.93554783192,14424
1.86804116856771,-139600.625129448,139552.338326456,0.970347495146666,14425
2.28300087296076,8769.6915547607,-8797.99295266619,2.68618265798908,14426
