"train_mse","train_mae","test_mse","test_mae","r2","adj_r2","outlier_ct","TIME_PERIOD"
0.000370227248409768,0.0150314421836449,0.00138224977049087,0.0257118066764052,0.998734599198506,0.994938396794026,0,13823
0.0314709527853249,0.149671131808985,1543.1120921088,16.283783429102,0.911851088200626,0.647404352802504,0,13824
0.0906385270722778,0.279568235698202,0.872306485479552,0.638642198120708,0.68141499593294,-0.274340016268241,0,13825
0.000500435658467798,0.0180964515913493,0.00663372199799712,0.06159467109181,0.997565113844706,0.990260455378825,0,13826
0.0554998289738885,0.204964400679862,3.80010679044083,1.09731541282317,0.816336011355582,0.265344045422327,0,13829
0.0496980871521698,0.195367327353689,981.563932767207,12.9494546136881,0.873735659431991,0.494942637727964,0,13830
0.000401937899077297,0.0168527610960737,0.00422822725496987,0.0488564949906285,0.998741714103155,0.994966856412621,0,13831
0.000592641700314917,0.0184402595826526,0.00171810880010268,0.0398640370758008,0.998124651810862,0.992498607243447,0,13832
0.000705046016325243,0.0212580220555642,0.00129060474285968,0.0347861913707686,0.998177068662287,0.992708274649148,0,13833
0.0292854236394636,0.14743319524962,951.870745570063,12.8677380084757,0.827634790531104,0.310539162124416,0,13836
0.000791318969332807,0.0238212821739997,0.0019007936404617,0.030750299250989,0.996803681477175,0.9872147259087,0,13837
0.00106688500985227,0.0277495578557442,0.00101075191352549,0.0264862923557239,0.996906487957996,0.987625951831985,0,13838
0.000397295045405283,0.0146107660190267,0.00325777168343804,0.049969605450273,0.998907202756318,0.995628811025272,0,13839
0.000314540319283032,0.0129657553982419,0.00451597136913969,0.0497026806760364,0.998874040492227,0.995496161968907,0,13843
0.104392292204894,0.29900086885883,0.908356268503138,0.600185179458276,0.664143025301774,-0.343427898792903,0,13844
0.00083411817652711,0.0267595558456167,0.00358929630913588,0.045120989222817,0.997858658514194,0.991434634056775,0,13845
0.0593240114041982,0.213775195574284,3.40871048316479,1.06182511827463,0.779213628724159,0.116854514896636,0,13846
0.000749524713810924,0.0248799751420872,0.00284461065436056,0.0510714955724358,0.997600137077811,0.990400548311246,0,13847
0.000799599689689514,0.02530483452512,0.00187210071499687,0.040512194381017,0.997666181356972,0.990664725427886,0,13850
0.00101046643456698,0.0260960549940183,0.00140122102650029,0.0342877671341347,0.996939732398612,0.98775892959445,0,13851
0.029315488783981,0.146201926741436,40439.9358106115,82.3359211658395,0.91353673096969,0.654146923878758,0,13852
0.000727463379276471,0.0228570670706786,0.0013445557014837,0.0295222660457168,0.99767865409638,0.99071461638552,0,13853
0.055293206573611,0.19869910477952,1030.65801258148,13.2672515207504,0.859439016019936,0.437756064079745,0,13854
0.000343667694962506,0.0138561954382921,0.00432935042231565,0.0460478961858142,0.998436739477915,0.99374695791166,0,13857
0.00051883290074269,0.0184188684981012,0.00173954534579138,0.0344375551170418,0.998768457981683,0.99507383192673,0,13858
0.000495605608195052,0.0167034174300725,0.00776960598029133,0.0629492522427642,0.998318510961715,0.993274043846862,0,13859
0.0298425126144874,0.141909265986945,39208.9827608896,81.0953898608765,0.913593466158879,0.654373864635517,0,13860
0.0163204135777857,0.102738750628219,56100.1781305528,97.0359935119886,0.949705098682271,0.798820394729085,0,13861
0.0011611229104459,0.0277648194818091,0.000967214612974679,0.0292789409066454,0.996870138881022,0.987480555524088,0,13864
0.000646372982589081,0.0229206787644151,0.0025736907439479,0.0385850693572282,0.998338214997288,0.993352859989153,0,13865
0.0641115044908802,0.233726695783247,4.55277009822878,1.19530296752139,0.793445444723934,0.173781778895735,0,13866
0.0383688543476651,0.176215658007627,3.48721592859544,1.20092293476832,0.860381332059605,0.441525328238421,0,13867
0.00052120152552431,0.0186494835063775,0.00149781134815145,0.0342231989531273,0.998821484982654,0.995285939930618,0,13868
0.00051900864077419,0.0185633065967575,0.00140778694242171,0.0298558288810419,0.998844257662478,0.995377030649911,0,13872
0.000152825295621671,0.0113551980042234,0.0017935521194681,0.0366988782312627,0.999606601192873,0.998426404771493,0,13873
0.000476013060338299,0.0195315633438836,0.00418153515754557,0.0516186875118128,0.998770851754832,0.995083407019329,0,13874
0.000386236004093927,0.0176449436559412,0.00179172905636827,0.0361207605236892,0.999136217525058,0.996544870100232,0,13875
0.000596153825169002,0.0232474377535383,0.00278119397471967,0.0425752442725319,0.99855240943116,0.994209637724641,0,13882
0.0494356193324889,0.186401632219568,1.09184705410683,0.783800535524985,0.77083993852197,0.0833597540878812,0,13885
0.145483970505121,0.369446508315614,0.981464642046742,0.583472160631584,0.610811898710218,-0.556752405159127,0,13886
0.0862316187376853,0.25357836305199,1.11320939542997,0.773665357152553,0.657762078557558,-0.368951685769767,0,13887
0.0737535099686526,0.233850030004473,1074.94785101457,13.5591415669464,0.804583644933699,0.218334579734798,0,13888
0.00141982770068153,0.0315704904500814,0.000878404164191754,0.0276757559617818,0.99671670252538,0.986866810101518,0,13889
0.000841313236756807,0.0242940700796146,0.00251721057039051,0.0401306631561664,0.997652668794936,0.990610675179745,0,13893
0.000364504457383316,0.0152855184140795,0.00202141528009743,0.0368235790712317,0.999061175012872,0.996244700051487,0,13894
0.0786941961366082,0.245910708749736,2.03719309252068,0.92215606999845,0.801023642837108,0.20409457134843,0,13895
0.0247598265841737,0.140476550421556,8.1000642875228,1.89026202253457,0.910567932419085,0.642271729676341,0,13896
0.170855148325167,0.398867093696049,1.19781008780679,0.650261688118964,0.617120092207607,-0.531519631169572,0,13899
0.0510949663093472,0.197430123472813,46776.3685293252,88.5481376947921,0.874599978697769,0.498399914791077,0,13900
0.00105384255405619,0.026562409395693,0.000445267034268005,0.0165852467846722,0.997638518746596,0.990554074986386,0,13901
0.00225639678315479,0.0400420112190654,0.00286261169888053,0.0462141792012044,0.996510047822292,0.986040191289169,0,13902
0.000270264639380588,0.013733951115137,0.00250220997383336,0.0476200519483774,0.999206971218898,0.996827884875592,0,13903
0.137735756437923,0.356108118373548,1.80740780214349,0.82582864565511,0.733609801349058,-0.0655607946037664,0,13906
0.000301487059497073,0.0149196468801058,0.00245804553477106,0.0413605053100252,0.99908264826285,0.996330593051401,0,13907
0.0732177519472638,0.237512407497766,4.67369314743885,1.22673315263365,0.81372836049314,0.25491344197256,0,13908
0.000408138701001175,0.015476825658799,0.00117297835860919,0.028847490422766,0.998945037047701,0.995780148190803,0,13909
0.0195457304091159,0.113699589415791,64544.1666206488,104.102430659378,0.953490783016731,0.813963132066924,0,13910
0.0003350760311521,0.0142807902189177,0.00115544296244983,0.0275618055778719,0.999340388272514,0.997361553090055,0,13913
0.000418416661589488,0.018196575580331,0.0051625947878395,0.0486381891112625,0.998407013217547,0.99362805287019,0,13914
0.000417616288356055,0.0148436617843782,0.0016375384495311,0.0348411411130077,0.999175790743844,0.996703162975376,0,13915
0.000324800988597842,0.0148228074882048,0.00178388901973017,0.035499486905392,0.999188342082302,0.996753368329207,0,13916
0.0485872461045959,0.189492875630372,10.3349236881928,1.84199681125634,0.886005696099794,0.544022784399174,0,13917
0.112446256383115,0.311010315217797,1.13077887830733,0.729120348217541,0.688216037506296,-0.247135849974816,0,13921
0.0892556700061042,0.22791313237442,0.984208333578049,0.784260237167294,0.62281165772259,-0.508753369109639,0,13922
0.000777314171760046,0.0215792538106624,0.00065801549490609,0.0176052217515236,0.99836215079966,0.993448603198638,0,13923
0.131933027666721,0.337170117615862,1.15138291669008,0.666835937933792,0.644973666443758,-0.420105334224967,0,13924
0.00112854390545867,0.028562911283581,0.000813760653881587,0.0254377375099326,0.99785890748833,0.99143562995332,0,13927
0.00111703962457324,0.0289645407131231,0.0010053998406914,0.0250819564103256,0.997748328693119,0.990993314772474,0,13928
0.000548892404015823,0.0181453666322447,0.00132385749187,0.0272624009141353,0.998851500517486,0.995406002069943,0,13929
0.000365926892171042,0.0147943667805783,0.00115932028230611,0.0313728927135458,0.999128525448787,0.99651410179515,0,13930
0.0474523775635557,0.181478833645979,1150.91584435327,14.0780422201749,0.886673371879527,0.546693487518109,0,13931
0.0362009285755582,0.155952857896479,44629.0691651169,86.4961733961846,0.924581088435029,0.698324353740117,0,13934
0.000581701178318265,0.0179108115121092,0.000531679754195887,0.0185017193493597,0.998517276287722,0.99406910515089,0,13935
0.000712758572905055,0.0228842101274749,0.000346554740906913,0.0162354300571904,0.99829235886668,0.993169435466722,0,13936
0.00030167833960415,0.0118510209241748,0.000974392791870692,0.0280427589409459,0.999125866193986,0.996503464775944,0,13937
0.0602557704451202,0.215899611671929,4.09729168920069,1.20397901739269,0.79861802100259,0.194472084010362,0,13938
0.00211865420067671,0.0357441066496352,0.00385250285579619,0.0615364582632026,0.995521711932193,0.98208684772877,0,13941
0.0204115113239632,0.114808945047978,61211.6047173451,101.386046556108,0.938189391153663,0.752757564614651,0,13942
0.0816976282086687,0.251842730485208,1.60601296433691,0.857258413120921,0.766336299311557,0.0653451972462262,0,13943
0.0946399405551109,0.284259090165253,5.642353516246,1.32355661709185,0.809644152437042,0.238576609748169,0,13944
0.109517810884795,0.304500542368412,2.6838467820976,1.00024502692306,0.763119307578965,0.0524772303158616,0,13945
0.00631492431330233,0.0692158105793354,0.00325166799270843,0.049217112975285,0.988117133588759,0.952468534355037,0,13948
0.0032380382735001,0.0503018619597416,0.0181604199979028,0.119621174712943,0.99356067087586,0.974242683503439,0,13949
0.00517790084700261,0.0605035941613383,0.00503534982569596,0.0596362133970778,0.990546595126171,0.962186380504683,0,13950
0.117633233675438,0.296359313311211,5.5892488894953,1.40188330719153,0.759428886127999,0.0377155445119959,0,13951
0.00972870581935203,0.0857603174212243,0.0116536436050522,0.08394373402486,0.982208469541793,0.928833878167174,0,13952
0.118469802529735,0.297891373780104,731.71334831351,11.4546261083564,0.82078595552281,0.283143822091241,0,13955
0.00360023946548903,0.0465990798480546,0.0355869957602242,0.144442686153777,0.987770427240618,0.951081708962471,0,13956
0.00933112956224111,0.0808856627466324,0.034264304082301,0.139253669006329,0.983890311132345,0.935561244529381,0,13957
0.00340620285653141,0.0446515779683002,0.0204115861982479,0.121587277471196,0.99496366953225,0.979854678129,0,13959
0.00187495916960388,0.0356709983346551,0.00667105302811753,0.0619942244524476,0.996042816917588,0.984171267670353,0,13962
0.00863952434216888,0.0773253907132623,0.00370594534997093,0.0522292332749329,0.983307855364095,0.93323142145638,0,13963
0.0962736290542155,0.259460481386092,760.452719893673,11.5778569269217,0.684296491368478,-0.262814034526088,0,13964
0.150313570271894,0.354698070860896,5.99865801304759,1.37462704697225,0.671335505857502,-0.314657976569992,0,13965
0.0021050788079906,0.0393128152555039,0.00693633885897019,0.0721093852170625,0.995739772402423,0.982959089609692,0,13966
0.225935584225443,0.422180705077086,1.54484709282644,0.809530256923806,0.582203222589939,-0.671187109640245,0,13969
0.00333744806063991,0.04905640742844,0.0147081743243082,0.0981753253288976,0.99520109032939,0.980804361317561,0,13970
0.116765544526896,0.309665735369991,5.97326612951491,1.41359436304572,0.749118397734476,-0.003526409062097,0,13971
0.00199134336264834,0.0370734874012728,0.0135738707563097,0.0823849187429196,0.994674826170437,0.978699304681748,0,13972
0.00142683251283844,0.027217862178695,0.0113509894695588,0.0793778536750758,0.995695411112343,0.982781644449374,0,13973
0.000771340763142041,0.022224996424594,0.0202232010920948,0.115714575246035,0.99709044911029,0.988361796441159,0,13976
0.0923040486774015,0.262465653009839,1235.91725412783,14.618007929223,0.75878388952154,0.035135558086159,0,13977
0.0387549633411411,0.170269076410291,76090.7158926987,113.080034803838,0.898492122230894,0.593968488923575,0,13978
0.0020991534862136,0.0364923705008775,0.00799642102377245,0.0741007834054001,0.995330823784162,0.98132329513665,0,13979
0.00245689212172872,0.0421090841528676,0.00309699905278624,0.0454486722938122,0.995405971272399,0.981623885089595,0,13980
0.00441604006714266,0.0555142852916129,0.012526230788738,0.0858810251408911,0.993051155541876,0.972204622167505,0,13983
0.00262211559675514,0.0424447510067137,0.00619286899327873,0.0730960450184403,0.992100602716642,0.968402410866566,0,13984
0.168325540223805,0.364665663149598,1.3037758672486,0.804056619892364,0.644050070203097,-0.423799719187612,0,13985
0.0778966953906604,0.239154823356762,39809.4145155648,81.7420267726732,0.839333854964878,0.357335419859514,0,13986
0.00305431876342437,0.0426262042573852,0.00353654553178375,0.0544960424984866,0.990743323632747,0.962973294530988,0,13987
0.00147397046854922,0.0339384800558531,0.00595911109676495,0.0682903338042406,0.99648955796628,0.985958231865118,0,13990
0.0719404562495988,0.252402977937748,3.96016472044354,1.18941565534179,0.737769647318874,-0.0489214107245046,0,13991
