"train_mse","train_mae","test_mse","test_mae","r2","adj_r2","outlier_ct","TIME_PERIOD","Type"
0.000358127493540218,0.0168942162163696,0.000293224801990504,0.0146926435947497,0.999668384146,0.997678689022,0,17344,"All"
0.000329347139469759,0.0162122986525193,0.000272442184224064,0.0141649258208659,0.999701121475962,0.997907850331736,0,17345,"All"
0.000181947957188865,0.0121011841488638,0.000159778157250973,0.010851132509423,0.999842209450543,0.998895466153802,0,17346,"All"
0.000223619622781792,0.0133791755499625,0.000198592500485105,0.0119939329180901,0.999811483320656,0.998680383244594,0,17347,"All"
0.000142109330577342,0.0106871807587884,0.000131695640591265,0.0097830916080673,0.999879523385942,0.999156663701592,0,17350,"All"
0.0000942337079473197,0.00873392847373332,0.0000890480965304426,0.00808107093038232,0.999921436629063,0.999450056403444,0,17351,"All"
0.0000830071284532569,0.00820429030542355,0.0000790244069463175,0.00762021004460295,0.999931420247865,0.999519941735058,0,17352,"All"
0.000201632971655359,0.0126684174775527,0.000187546932413954,0.0115913307680469,0.999847705781516,0.998933940470612,0,17353,"All"
0.0000297177675624052,0.00484826269119865,0.0000317489829550698,0.00477657971043497,0.999976906633678,0.999838346435745,0,17354,"All"
0.000107038262935415,0.0092214179232057,0.000105521813070825,0.00869460701926992,0.999916398913376,0.999414792393631,0,17357,"All"
0.0000434512679921154,0.00593896603020299,0.0000433710657180667,0.00564002094706413,0.99996756508343,0.999772955584012,0,17358,"All"
0.0000219607709420663,0.00423941639531258,0.000022619948857514,0.0040880453272063,0.999983028973645,0.999881202815515,0,17359,"All"
0.00000799943102197494,0.00256416455060025,0.00000860713390579814,0.00252463154509396,0.999993817921901,0.999956725453307,0,17360,"All"
0.0000235619808680823,0.00439931166493028,0.0000240807719274515,0.00423028488005124,0.999981538799918,0.999870771599425,0,17361,"All"
0.0000657439406732132,0.00728017814013832,0.000064102305679226,0.00683326369986893,0.999946702296101,0.99962691607271,0,17364,"All"
0.0000683040819606652,0.00743214665858136,0.0000661683104043985,0.00695570546491145,0.999943842392226,0.999606896745584,0,17365,"All"
0.000103798817955412,0.00914768814088121,0.000098116278132271,0.00845813015984616,0.999912061235894,0.999384428651255,0,17366,"All"
0.000124137072030552,0.0100056816519112,0.000115393430635305,0.0091801734625954,0.999893922720648,0.999257459044539,0,17367,"All"
0.0000795791399452484,0.00803599062708833,0.0000756106660685296,0.00745877110236224,0.999931337534102,0.999519362738717,0,17368,"All"
0.0000826540775573144,0.00819172429518937,0.0000781172729457443,0.0075889564016762,0.999928277301924,0.999497941113467,0,17371,"All"
0.0000907375102051712,0.00856375175307187,0.0000862387224514907,0.00794190955667919,0.999924252062192,0.999469764435347,0,17372,"All"
0.000110593324657609,0.00941334300836014,0.000106203623305412,0.00876435064613032,0.999907783757925,0.999354486305473,0,17373,"All"
0.000111366402214122,0.00946476561585429,0.000105949044984358,0.00877578353858029,0.999906930350678,0.999348512454744,0,17374,"All"
0.000109675235339177,0.00936069019262129,0.00010664883360117,0.00876800877782071,0.999910547960421,0.999373835722947,0,17375,"All"
0.0000973336052388185,0.00885689862803797,0.0000934247010525589,0.00824891956882831,0.999922319814057,0.999456238698397,0,17378,"All"
0.000160275817840876,0.0112482814461314,0.000157394522316007,0.0105698261444108,0.999861866706347,0.999033066944432,0,17379,"All"
0.000209802399871716,0.0129066878625543,0.000197170878869402,0.0118640295122949,0.999815896168418,0.998711273178929,0,17380,"All"
0.000107902567955388,0.00929479906241025,0.000103992672970454,0.00866927551421696,0.999904076721316,0.99932853704921,0,17381,"All"
0.000206948897552505,0.0128545577402061,0.000188327028598642,0.0116461236137423,0.999818476387096,0.998729334709669,0,17382,"All"
0.000212520316107041,0.0130281832017233,0.000193017402526201,0.0117928664116762,0.99981254724096,0.998687830686719,0,17385,"All"
0.000208310500700025,0.0128978962298584,0.000189382911121345,0.0116803666845906,0.999814545574209,0.998701819019462,0,17386,"All"
0.000210532566049917,0.0129701996113077,0.000190689348635066,0.0117261944296793,0.99980913093157,0.998663916520989,0,17387,"All"
0.000161657062673343,0.0113554598526605,0.000151433724175704,0.010433053709166,0.999852319710695,0.998966237974862,0,17388,"All"
0.000085639591734071,0.00832998536520778,0.0000812883669607092,0.00772472124160987,0.999924001610086,0.999468011270603,0,17389,"All"
0.000122750935108392,0.00995097447329421,0.00011428891691494,0.00913734089120151,0.999893395488038,0.999253768416268,0,17392,"All"
0.000114547200808083,0.00961340890786604,0.000107224764912164,0.00884944863656643,0.999903099405753,0.999321695840269,0,17393,"All"
0.0000796783854138532,0.00798341788132718,0.0000787381342194271,0.007541261524984,0.999929684711003,0.999507792977018,0,17394,"All"
0.000079061365011252,0.00798813614913097,0.0000766093040341745,0.00747493074375846,0.999932209050969,0.999525463356782,0,17395,"All"
0.000249991502023044,0.014135403556643,0.000222659480012025,0.0126821614119213,0.999780209177338,0.998461464241366,0,17396,"All"
0.000255564065766974,0.0142864803067843,0.000228078056243657,0.0128250150008979,0.999776688652641,0.998436820568489,0,17399,"All"
0.000234285434565051,0.0136675762234646,0.000212508027766704,0.0123581568516031,0.999800997122883,0.998606979860182,0,17400,"All"
0.000221920985260795,0.0133098568343029,0.00020155603010826,0.0120463845381034,0.999810625900244,0.998674381301705,0,17401,"All"
0.00028887665524379,0.0151833842228459,0.000255077260693102,0.0135592523692124,0.999748968468771,0.998242779281396,0,17402,"All"
0.000177889682657235,0.0119371485314404,0.000163105919439407,0.0108643435644638,0.999849238916192,0.998944672413342,0,17403,"All"
0.000282309662060381,0.0150232828047607,0.000247456177364146,0.0133820383339114,0.999758141974646,0.99830699382252,0,17406,"All"
0.000419990824676707,0.0182298012222543,0.000369357738293822,0.0161787672813731,0.999618280451841,0.997327963162886,0,17407,"All"
0.000213000753980832,0.013069427454602,0.000191120671928347,0.0117789802079763,0.999814958404795,0.998704708833567,0,17408,"All"
0.000141939039341779,0.0107062587909528,0.000130080197169132,0.00976672643878709,0.99987471656495,0.999123015954651,0,17409,"All"
0.000169423146384263,0.0116810650229958,0.000154406937062075,0.0106180360399768,0.999855685471148,0.998989798298039,0,17410,"All"
0.000314267312140528,0.0157960015244301,0.00028280036997542,0.0142031893417556,0.999721664943944,0.99805165460761,0,17413,"All"
0.000369204439127626,0.0171317057247512,0.000323914520095637,0.0152266389075882,0.99967001001685,0.997690070117947,0,17414,"All"
0.000325186036360981,0.0160722065230483,0.000288735484687515,0.0143605055622192,0.999704397680661,0.997930783764628,0,17415,"All"
0.000305544507878907,0.0156074202813378,0.000268260026476639,0.0138945559191482,0.999718910562783,0.998032373939479,0,17416,"All"
0.000274278204560542,0.0147875558178223,0.000245548335267614,0.0132860450057369,0.999751392612383,0.998259748286684,0,17417,"All"
0.000337742800704046,0.0163976802227962,0.000295939731654382,0.0145757452452536,0.999697618817769,0.997883331724383,0,17420,"All"
0.000220944767119507,0.0132958025758959,0.000200042531633608,0.0120245620155679,0.999803259814035,0.998622818698248,0,17421,"All"
0.00010286998721648,0.00910340132450035,0.0000981998974573881,0.00845563212592122,0.999910790985194,0.999375536896359,0,17422,"All"
0.00003016791704386,0.00496714550650139,0.0000306387079930361,0.00475873092282067,0.999974608475293,0.999822259327052,0,17423,"All"
0.0000712219107867984,0.00760059515702974,0.0000690797923974009,0.0071196257699719,0.9999403183966,0.999582228776203,0,17424,"All"
0.000360200366494874,0.0168648761945276,0.000329992029019182,0.0152611334909958,0.999703708956303,0.99792596269412,0,17427,"All"
0.000228770809149891,0.0135119322698888,0.000208400325768074,0.0122463261618129,0.999807646954397,0.998653528680776,0,17428,"All"
0.000533276128460436,0.020489440949666,0.000478450742679068,0.0183001238611937,0.999562358988215,0.996936512917502,0,17429,"All"
0.000524253691606671,0.0202853312579557,0.000481476836217602,0.018297677603533,0.999573773323535,0.997016413264744,0,17430,"All"
0.000526068532488171,0.0202230135369998,0.000515304128975174,0.0187361581690429,0.999561261914391,0.99692883340074,0,17431,"All"
0.000465378091390706,0.0190717078901347,0.000443385833650731,0.0174941424463585,0.999609646625281,0.997267526376967,0,17434,"All"
0.000416576200212385,0.0180506206197969,0.000400595048924309,0.0166654210985427,0.99966301645359,0.997641115175129,0,17435,"All"
0.000639078945998953,0.0222889757547301,0.000621238637298096,0.0205275874150845,0.9994904567167,0.996433197016904,0,17436,"All"
0.000634732030822283,0.0222044603902086,0.000621337366493373,0.0205191716932403,0.999493987051344,0.996457909359406,0,17437,"All"
0.000681325983639726,0.022997232101076,0.000667347478821671,0.0212170040051919,0.999449419668542,0.99614593767979,0,17438,"All"
0.000504163614738667,0.0197593859411491,0.000507912545682919,0.0185503119369959,0.999591229529275,0.997138606704922,0,17441,"All"
0.000494082450877513,0.0195873027567712,0.000490493370819038,0.0182890018570968,0.999613880667387,0.997297164671706,0,17442,"All"
0.000498546823324211,0.019690656755397,0.000489511077128206,0.0182888210206525,0.999607046584442,0.997249326091097,0,17443,"All"
0.000337717937359411,0.0161869684043293,0.000341786168589581,0.015315912792548,0.999721744670665,0.998052212694658,0,17444,"All"
0.000374033262725928,0.0170473747000797,0.000374254272859308,0.0160292829480615,0.999707606818658,0.997953247730607,0,17445,"All"
0.000443972697868896,0.0185589387372138,0.000443919325412372,0.0173934061317444,0.999633098113323,0.99743168679326,0,17448,"All"
0.000509378710499794,0.0199005885878567,0.000498278771674389,0.0184235772931959,0.999585427362933,0.997097991540531,0,17449,"All"
0.000498178048899815,0.0196847337709093,0.000486755072035619,0.0182234671139038,0.999593753107188,0.997156271750317,0,17450,"All"
0.00029739223563907,0.0152658131182667,0.000288264381594386,0.0141878844021863,0.999753219904706,0.998272539332939,0,17451,"All"
0.000291996245279851,0.0151728472157361,0.000274246247965383,0.013903129815236,0.999750209881419,0.998251469169932,0,17452,"All"
0.000125491174455846,0.00998688084734939,0.000122542879480296,0.00936923383764542,0.999891035124141,0.99923724586899,0,17455,"All"
0.000135380821279458,0.0103814623782885,0.000130727324762151,0.00968471522454139,0.999880861945211,0.999166033616477,0,17456,"All"
0.0000373326881465541,0.00549999098598577,0.0000378397772902625,0.00526244931546523,0.999967396618439,0.99977177632907,0,17457,"All"
0.000115761113431321,0.00953669438318238,0.00011823555942368,0.00915273237116107,0.999899397658198,0.999295783607383,0,17458,"All"
0.000219714547755748,0.0131598673308705,0.00021276772875581,0.0122628915672165,0.999818152963504,0.998727070744528,0,17459,"All"
0.000229160567276229,0.013521339893011,0.000209203958137216,0.0122666348456558,0.999808461490163,0.998659230431141,0,17462,"All"
0.000318786398006595,0.0158723786736632,0.000294607030281954,0.014435569588821,0.99973987455159,0.998179121861132,0,17463,"All"
0.000262494983934105,0.0143784491588821,0.000250938573850411,0.0132966534283991,0.999787636995728,0.998513458970096,0,17464,"All"
0.000313653622741301,0.0157293665668973,0.000293443877330701,0.0143863934791456,0.999737801077774,0.998164607544416,0,17465,"All"
0.000519920494361068,0.0202574604890651,0.000461118086543015,0.0180219293323458,0.999571924964955,0.997003474754685,0,17466,"All"
0.00046719739184788,0.0192153637234681,0.000417323843428233,0.0171710434117488,0.99959779652191,0.997184575653373,0,17469,"All"
0.000347072542722205,0.0166033204479288,0.000309623360474046,0.0148676676645083,0.999696333465315,0.997874334257202,0,17470,"All"
0.000216871398771646,0.013195675059027,0.000194216102198778,0.0118888924617714,0.999807996616175,0.998655976313228,0,17471,"All"
0.000332031676712669,0.0162876679564401,0.000286119513178764,0.0143986883075498,0.999709910288232,0.997969372017621,0,17472,"All"
0.000377307997925531,0.0173289528149195,0.000327210669035755,0.0153275456202114,0.999662297474934,0.997636082324541,0,17473,"All"
0.00048107974318595,0.0195266142893571,0.000413294370964287,0.0171561291533332,0.999567665778342,0.996973660448394,0,17476,"All"
0.000431862459517008,0.0185210294938889,0.000372385964016331,0.0163231484127623,0.999608774931039,0.997261424517273,0,17477,"All"
0.000398996690234002,0.0178060865815218,0.000346043977266416,0.0157385023946829,0.99963521465597,0.997446502591789,0,17478,"All"
0.000487989518936594,0.0196327959819479,0.000430351579740896,0.0174262967270545,0.999580507006939,0.997063549048572,0,17479,"All"
0.000623577445706025,0.0221890370801505,0.000536315589300184,0.0194525415164374,0.999480245808259,0.996361720657813,0,17480,"All"
0.000444338503275597,0.0187559335704933,0.000394072366217332,0.0167197243182678,0.99963207627725,0.99742453394075,0,17483,"All"
0.000612953977042718,0.0220116364746948,0.000523096200353731,0.0192445895778493,0.9994905865875,0.996434106112498,0,17484,"All"
0.000552560524758067,0.0209141209996208,0.000472877682410347,0.0183265225108616,0.999528234934514,0.996697644541597,0,17485,"All"
0.00049487494303278,0.0198008739327866,0.000428148534304568,0.0174490867145369,0.99958345020185,0.997084151412946,0,17486,"All"
0.000628269216373413,0.0222773706376832,0.000536119103157794,0.0194654936004992,0.999471708270236,0.996301957891653,0,17487,"All"
0.00062644115991379,0.022232446500134,0.000539097825790136,0.0194849434489911,0.999465062629699,0.996255438407893,0,17490,"All"
0.000574557696182195,0.0212953812562314,0.000497977714007679,0.0187323575712916,0.999492750051071,0.996449250357498,0,17491,"All"
0.000597773111963596,0.0217132462810441,0.000514473790070757,0.0190236587412504,0.999466551293991,0.996265859057936,0,17492,"All"
0.00054132900393525,0.0206667894522336,0.000469606853302806,0.0181820585084476,0.999514544100441,0.996601808703085,0,17493,"All"
0.000435808194324303,0.0185474660719706,0.00039006954973434,0.0165787938088663,0.999612628154358,0.997288397080505,0,17494,"All"
0.000250635100175116,0.0140951297487506,0.000233282204830604,0.0128844036317573,0.999771894819273,0.998403263734909,0,17497,"All"
0.000234829992806399,0.0136604832708859,0.000217729130314196,0.0124731972925328,0.999788752657734,0.99852126860414,0,17498,"All"
0.000296160085028788,0.015317778255862,0.000271787797149638,0.0138971569949049,0.999741194152673,0.99818835906871,0,17499,"All"
0.00030396414180713,0.0155324332710572,0.000274465475444192,0.0139881953277884,0.999727007906568,0.998089055345976,0,17500,"All"
0.000275148826897007,0.0148177430211617,0.000243029380461095,0.0132341029747517,0.999744234413343,0.998209640893404,0,17501,"All"
0.000385043691826471,0.0174752514451441,0.000338758851860731,0.0155327533838601,0.999645694638455,0.997519862469186,0,17504,"All"
0.000498594336933368,0.0198561334057374,0.000433376704178591,0.0175148892885931,0.999539700824259,0.996777905769812,0,17505,"All"
0.000434676814131796,0.0185472659770285,0.000383981393265815,0.0164977657650573,0.999587571812511,0.997113002687578,0,17506,"All"
0.000419487015459996,0.0182178415285735,0.000373483962020485,0.0162652473330513,0.999607711453218,0.997253980172528,0,17507,"All"
0.000514700554538234,0.020179529740061,0.000444672586793699,0.0177557740523941,0.999519128246986,0.996633897728902,0,17508,"All"
0.000535883901218527,0.0205906967560906,0.000455076072169958,0.0179725510758298,0.999495574135221,0.99646901894655,0,17511,"All"
0.000533274877764863,0.0205407015549556,0.000451344605184044,0.0179026504062589,0.999508985076148,0.996562895533038,0,17512,"All"
0.000371348279028519,0.0171603753457713,0.000327080696336838,0.015260370222921,0.999665006196044,0.997655043372309,0,17513,"All"
0.000243264702883097,0.0139239337854195,0.000218859915311652,0.0125384833137097,0.99978195453703,0.998473681759213,0,17514,"All"
0.000427696005356688,0.0184168696899696,0.000363060990325407,0.0161019362592839,0.999611550646078,0.997280854522545,0,17515,"All"
0.000399249465546739,0.0178109203726419,0.000332581474931923,0.015469283601527,0.99963852361386,0.997469665297018,0,17518,"All"
0.000448612327023952,0.0188648436971227,0.000370338342839857,0.016304688737421,0.999612155219648,0.997285086537534,0,17519,"All"
0.000293633895665154,0.0152895294352311,0.00025480344326958,0.0135300935566546,0.999753829128671,0.998276803900696,0,17520,"All"
0.000299074763295204,0.0154295087659755,0.000258992480420526,0.0136404138260695,0.999749877411623,0.998249141881363,0,17521,"All"
0.000349398044559396,0.0166564885298144,0.000300894703721136,0.0146694406210386,0.999701541860478,0.997910793023349,0,17522,"All"
0.000683717688801495,0.0232032351608266,0.000553380885025547,0.0197530956263544,0.999415785273009,0.995910496911062,0,17527,"All"
0.000191752187894603,0.0123947674666853,0.000169306812580343,0.0110883590787353,0.999836863316027,0.99885804321219,0,17528,"All"
0.0000731302406184929,0.00768603574738163,0.0000699465012667726,0.00714888138878577,0.999939256712349,0.999574796986444,0,17529,"All"
0.0000671723087767067,0.00736210066218459,0.0000653065624600036,0.00690038736130729,0.999945037940988,0.999615265586914,0,17533,"All"
0.000220021055390071,0.0132138280435953,0.000203764229994218,0.0120528138149943,0.999816955665475,0.998718689658324,0,17534,"All"
0.000116093284252106,0.00962862629812169,0.000111200721042788,0.00894902613893884,0.999901332838805,0.999309329871633,0,17535,"All"
0.000256825960882254,0.0142758607940588,0.000233921362703996,0.0129115334108275,0.999779187392306,0.998454311746143,0,17536,"All"
0.000172375679797102,0.011696833169374,0.000163761719675261,0.010812036023982,0.999849476697107,0.998946336879747,0,17539,"All"
0.000159730412328569,0.011250405645499,0.000153852408019653,0.0104703996163366,0.999861421701206,0.999029951908439,0,17540,"All"
0.000111724959697435,0.00942670439951115,0.000109250966261436,0.00885123931538955,0.999905646886655,0.999339528206584,0,17541,"All"
0.0000517721059446682,0.00644833392589678,0.0000518011882702265,0.00613099205112618,0.999956377061073,0.999694639427509,0,17542,"All"
0.0000712260731495831,0.00751056455682369,0.0000721887620739307,0.00718619752490873,0.999937304421885,0.999561130953197,0,17543,"All"
0.0000899223918904724,0.00845233449910815,0.0000891479189894182,0.00799358144637513,0.99992234363153,0.99945640542071,0,17546,"All"
0.000118679869041077,0.00971552512662443,0.000114497156815584,0.0090578180988387,0.999895454965094,0.999268184755661,0,17547,"All"
0.000093324957032766,0.00861995938453129,0.0000911849311031437,0.00809157629432751,0.999917859759621,0.999425018317347,0,17548,"All"
0.0000881452901472244,0.00838402250257304,0.000086207862745809,0.00787527542548037,0.999923434601831,0.999464042212817,0,17549,"All"
0.0000683141076637719,0.00739284818157009,0.0000675049528752146,0.00698339575726283,0.999940782613569,0.999585478294981,0,17550,"All"
0.0000682996684219123,0.00738831250858127,0.0000676904642556535,0.00698928504466795,0.999940649832865,0.999584548830056,0,17553,"All"
0.0000798057113351302,0.00799031744967026,0.000077899480651312,0.00750038237482928,0.999928495443253,0.99949946810277,0,17554,"All"
0.000050770535515359,0.00639257769419539,0.0000504835522633628,0.00605881060125295,0.9999556636543,0.999689645580102,0,17555,"All"
0.00000297315598998006,0.00155185380251949,0.00000332184704999424,0.0015603018235591,0.999997385819367,0.999981700735571,0,17556,"All"
0.00000482632902786311,0.00196212449914236,0.00000538138314895665,0.0019768569504398,0.999995661774106,0.99996963241874,0,17557,"All"
0.00000169282081058692,0.00115584245565942,0.00000196034446948165,0.00119148388350087,0.999998503105817,0.999989521740722,0,17560,"All"
0.00000692427021765336,0.00232224059706866,0.00000790070237510456,0.00237897626024165,0.999993988571531,0.999957920000718,0,17561,"All"
0.00000879341111871604,0.00260281800623142,0.0000101435033034389,0.00268585440938768,0.999992249903579,0.999945749325055,0,17562,"All"
0.0000100223331868954,0.00275650186608297,0.0000118775109525038,0.00289282093215616,0.99999124266814,0.999938698676983,0,17563,"All"
0.0000149537315657452,0.00333460556396389,0.00001831156432363,0.00356484873883268,0.999987075026198,0.999909525183384,0,17564,"All"
0.0000498904861419272,0.00606782932225339,0.0000619269019907554,0.00647698680197528,0.999957626490298,0.999703385432083,0,17567,"All"
0.0000521213175664349,0.00621431133460944,0.000063972586059928,0.00659121588185547,0.99995525984055,0.999686818883852,0,17568,"All"
0.0000590151466817981,0.00658920033141652,0.0000740018741808335,0.00705887126550537,0.99994834556372,0.999638418946043,0,17569,"All"
0.0000218781106142955,0.00399080957335338,0.0000280695857290664,0.00437348069154122,0.999981513593972,0.999870595157804,0,17570,"All"
0.0000420059512607442,0.00547370917223195,0.0000573259586522474,0.00616169751405785,0.999963889845151,0.999747228916058,0,17571,"All"
0.0000714686195943208,0.00714194822085273,0.0000990604438849865,0.00803525446796557,0.999939817572902,0.999578723010314,0,17574,"All"
0.0000751698479193311,0.00737598060462785,0.0000996047775944383,0.00810704720267504,0.999938502021624,0.999569514151365,0,17575,"All"
0.0000436709435953824,0.00561140433633764,0.0000578005272703645,0.00621279167916545,0.999964844802137,0.99975391361496,0,17576,"All"
0.0000358293910375442,0.00509421481552739,0.0000467173673719378,0.00560616679508972,0.999970746079864,0.999795222559048,0,17577,"All"
0.0000572730551823951,0.00650817613332655,0.0000706990338723569,0.00691474936979727,0.999951919535878,0.999663436751149,0,17578,"All"
0.0000285485434712393,0.00465358925493395,0.0000331418600355321,0.00480777060267631,0.999976686222992,0.999836803560941,0,17581,"All"
0.0000522289874298649,0.00630279444643846,0.0000595182146529824,0.00642225036361694,0.99995713344272,0.999699934099041,0,17582,"All"
0.0000365047708411753,0.00527798545966613,0.0000415558401904278,0.00538661360762547,0.999969816145331,0.999788713017315,0,17583,"All"
0.0000126008539743391,0.00310352571186202,0.0000146438900877385,0.00321652355274512,0.999989625702931,0.99992737992052,0,17584,"All"
0.00000306369974113318,0.00153240762505202,0.00000364588146299369,0.00161306348797315,0.999997396711876,0.999981776983134,0,17585,"All"
0.00000552499724773889,0.00205713261126102,0.00000650797629490711,0.00215139549097779,0.999995234576531,0.999966642035716,0,17588,"All"
0.00000496505105738543,0.00194739649109343,0.00000587953702793382,0.00204357951720622,0.999995689817965,0.999969828725758,0,17589,"All"
0.00000987618607588282,0.00270754186744963,0.0000121882618266011,0.0029135366001873,0.999991329412238,0.999939305885664,0,17590,"All"
0.00000136505433538048,0.00100999858475587,0.00000170178039324408,0.00109784383887991,0.999998786703744,0.999991506926206,0,17591,"All"
0.00000139233937350487,0.00102454495051116,0.00000171435352155796,0.00110397419215947,0.999998749888563,0.999991249219939,0,17592,"All"
0.0000114600936449684,0.00294327420390619,0.0000136127486282758,0.00309184470915256,0.999990042121437,0.999930294850056,0,17595,"All"
0.0000112712067313398,0.00291583139380071,0.000013446341868159,0.00307115670286192,0.999990262464542,0.999931837251793,0,17596,"All"
0.00000268825097477483,0.00143208855800021,0.0000032217922204936,0.00151468615451807,0.999997623083763,0.999983361586338,0,17597,"All"
