"train_mse","train_mae","test_mse","test_mae","r2","adj_r2","outlier_ct","TIME_PERIOD","Knots"
0.0000141873219683571,0.00359809767852157,0.00379660319361745,0.0448089781029351,0.999964463500537,0.999928927001073,0,13844,2
0.0000113566328854368,0.0028099016875734,0.00311293334732491,0.0408948165193808,0.999971553829585,0.999886215318341,0,13844,3
0.0000000000000000000000000000000197215226305253,0.0000000000000000888178419700125,0.00318855168880596,0.041306210106383,1,NA,0,13844,4
0.0213786300648883,0.132049603460707,0.0560612425567856,0.133031398702235,0.947961452629404,0.930615270172539,0,13845,1
0.0000611341774143282,0.00641582699910523,0.00521111932945219,0.0518811669888662,0.999851190942652,0.999702381885305,0,13845,2
0.000055374558593281,0.0062047097479804,0.00396052938277735,0.0454746489428087,0.9998652106528,0.999460842611199,0,13845,3
0.0000000000000000000000000000000197215226305253,0.0000000000000000888178419700125,0.00429905852614465,0.0470743085106384,1,NA,0,13845,4
0.02195058370584,0.132765681326604,0.0548369586356262,0.13428558038933,0.945664827721637,0.92755310362885,0,13846,1
0.00000858243071788422,0.00271597484169368,0.0043181300468548,0.0483591077326471,0.999978755560313,0.999957511120627,0,13846,2
0.0000145108698017442,0.00317623812491743,0.00374464385745158,0.0453915905711842,0.99996408065402,0.999856322616081,0,13846,3
0.0000000000000000000000000000000123259516440783,0.0000000000000000666133814775094,0.00387391014207365,0.0459355053191491,1,NA,0,13846,4
0.021791229704398,0.132328478731074,0.0531065529678978,0.133409444844989,0.945004994687066,0.926673326249421,0,13847,1
0.00000515965349527518,0.001975930505031,0.00388524230097784,0.0461626628028326,0.99998697846908,0.99997395693816,0,13847,2
0.0000157579420637269,0.0033099092099226,0.00346830414632011,0.0439639154578621,0.9999602313353,0.9998409253412,0,13847,3
0.0000000000000000000000000000000197215226305253,0.0000000000000000888178419700125,0.00361350967909543,0.0445491090425533,1,NA,0,13847,4
0.0210453352559481,0.130972746935833,0.0530144913858681,0.132585219899063,0.947093592104232,0.929458122805643,0,13850,1
0.0000639389873072124,0.00689376995258721,0.00444053398585208,0.048507174173588,0.999839262140433,0.999678524280865,0,13850,2
0.000046276954938424,0.00567216321129169,0.0032026570304386,0.0415100385817296,0.999883663176454,0.999534652705814,0,13850,3
0.000000000000000000000000000000150376610057755,0.000000000000000333066907387547,0.00344413464428514,0.042937300531915,1,NA,0,13850,4
0.0194102173756309,0.126727325162221,0.0522078607078214,0.131941997116078,0.95145000678434,0.935266675712453,0,13851,1
0.000157447712061041,0.0116515047214794,0.00526422177494464,0.051235470628535,0.999606182393301,0.999212364786601,0,13851,2
0.0000432420278604911,0.00548301403759677,0.00308387424989151,0.0395788172448717,0.999891840461205,0.99956736184482,0,13851,3
0.00000000000000000000000000000000246519032881566,0.0000000000000000222044604925031,0.00324979532270991,0.0400527526595745,1,NA,0,13851,4
0.0228399339581832,0.135345638067772,0.0562788535161966,0.143716654650324,0.944618680672079,0.926158240896105,0,13852,1
0.0000197007585317902,0.00423791213464069,0.00367776443397519,0.0415603414914924,0.999952230422328,0.999904460844655,0,13852,2
0.0000120493942734603,0.00289433595252075,0.00290581191462733,0.0373885493278972,0.999970783131283,0.999883132525131,0,13852,3
0.0000000000000000000000000000000591645678915759,0.000000000000000177635683940025,0.00297245570100002,0.03724,1,NA,0,13852,4
0.0274190010093728,0.152114491708724,0.0612982191041128,0.156190122566691,0.935805621025814,0.914407494701085,0,13853,1
0.000112789190095417,0.00882830356000916,0.00241491650037038,0.0335431389397679,0.999735933777795,0.99947186755559,0,13853,2
0.0000181789819130997,0.00355509418043782,0.00332846871792343,0.0399436780321293,0.999957438695382,0.999829754781526,0,13853,3
0.000000000000000000000000000000157772181044202,0.00000000000000035527136788005,0.0030284736477482,0.0390114228723404,1,NA,0,13853,4
0.0283081338139871,0.154832588320115,0.0624131635277936,0.157557390050469,0.934569779114676,0.912759705486235,0,13854,1
0.000138956554745178,0.00979911651341205,0.00240001284086057,0.0343360201369503,0.999678821707917,0.999357643415834,0,13854,2
0.0000264134565009541,0.00428527749684153,0.00344648483069283,0.041250506217349,0.999938949055965,0.999755796223861,0,13854,3
0.0000000000000000000000000000000123259516440783,0.0000000000000000666133814775094,0.00312427323735606,0.0402274867021277,1,NA,0,13854,4
0.0280340480894016,0.153439798125451,0.0627680216767319,0.158161679884643,0.935474678309803,0.913966237746404,0,13857,1
0.0000746379820453501,0.00708992878167307,0.00252996673871521,0.0348873365626052,0.999828207478762,0.999656414957524,0,13857,2
0.0000141624023531269,0.00313786890767709,0.00311168095187855,0.0392469483409163,0.999967402725257,0.999869610901026,0,13857,3
0.0000000000000000000000000000000986076131526265,0.000000000000000266453525910038,0.00285003049252218,0.0383592553191489,1,NA,0,13857,4
0.0289090849315069,0.155808219178082,0.0643355396509663,0.162495890410959,0.933648252234808,0.911531002979743,0,13858,1
0.0000860932288324205,0.00771183118491496,0.002297264128884,0.0330165794418693,0.999802399964672,0.999604799929343,0,13858,2
0.000011561900340959,0.00283518199655832,0.00303092557345529,0.0384863984203364,0.999973463279902,0.999893853119609,0,13858,3
0.0000000000000000000000000000000690253292068385,0.000000000000000222044604925031,0.00280204669928123,0.03784125,1,NA,0,13858,4
0.0253013599855804,0.144559336697909,0.0599166266500422,0.148859805335256,0.940432707490732,0.920576943320976,0,13859,1
0.0000403333293083258,0.00544779941809517,0.00351480338130638,0.0426852554780894,0.999905042763466,0.999810085526932,0,13859,2
0.00000602175479478306,0.00204610475759306,0.00295694492246057,0.0398207531186218,0.999985822911121,0.999943291644483,0,13859,3
0.000000000000000000000000000000150376610057755,0.000000000000000377475828372553,0.00273813005601651,0.0390948537234044,1,NA,0,13859,4
0.0247799575342466,0.142550684931507,0.0591428332567086,0.141774657534247,0.941976574572437,0.922635432763249,0,13860,1
0.0000866392730375463,0.00770837796949682,0.00434358101402216,0.0492127945930832,0.99979713010439,0.99959426020878,0,13860,2
0.00000778449432568766,0.00232638471012456,0.0030788819972622,0.042216804325102,0.999981772243743,0.999927088974971,0,13860,3
0.0000000000000000000000000000000690253292068385,0.000000000000000222044604925031,0.00283097396384559,0.0414725664893617,1,NA,0,13860,4
0.0274525357606345,0.149804037490988,0.0633096990813995,0.152416402307138,0.937784305668465,0.917045740891287,0,13861,1
0.0000344776938943432,0.00486949545822093,0.00367332308421594,0.044404426809026,0.999921863186582,0.999843726373163,0,13861,2
0.0000003017809274621,0.000458049302442598,0.00291420486246099,0.0401504960062047,0.999999316073746,0.999997264294985,0,13861,3
0.0000000000000000000000000000000197215226305253,0.0000000000000000888178419700125,0.00277271969129132,0.0395828191489362,1,NA,0,13861,4
0.0278237954578227,0.150281903388609,0.0645315299831866,0.156482732516222,0.937161491957085,0.916215322609446,0,13864,1
0.0000223876950482813,0.00395756349839762,0.00365471438233847,0.0433874077410949,0.999949438625026,0.999898877250051,0,13864,2
0.00000163032550851608,0.00106464175103829,0.00294716719443306,0.0396003332968087,0.999996317999723,0.999985271998892,0,13864,3
0.000000000000000000000000000000110933564796705,0.000000000000000244249065417534,0.00287268781475289,0.0391861436170212,1,NA,0,13864,4
0.0259898693583274,0.145351117519827,0.063827538206978,0.154443330930065,0.941595085211093,0.922126780281457,0,13865,1
0.000071329171745794,0.00741312741265481,0.00439904663713846,0.0477801311108533,0.999839707766886,0.999679415533773,0,13865,2
0.0000496836961326934,0.00587723802974098,0.0031265651772678,0.040684386204177,0.999888349879754,0.999553399519017,0,13865,3
0.000000000000000000000000000000138050658413677,0.000000000000000266453525910038,0.00328254728230415,0.0404166489361705,1,NA,0,13865,4
0.0230613133381399,0.138342321557318,0.0595036696013918,0.146821629416006,0.946243343183326,0.928324457577768,0,13866,1
0.000191694519445638,0.0126688111759734,0.00513559024205318,0.054608807740716,0.999553153962032,0.999106307924065,0,13866,2
0.0000627737758606739,0.0066062568934123,0.00288150360945764,0.0414096773837164,0.999853672326613,0.99941468930645,0,13866,3
0.0000000000000000000000000000000295822839457879,0.000000000000000133226762955019,0.00302392042485288,0.0393978723404254,1,NA,0,13866,4
0.0247996873107426,0.1426494592646,0.0608840027040279,0.149806452775775,0.942639236887898,0.923518982517198,0,13867,1
0.000097381055576505,0.00820822880198255,0.00471081761872032,0.0522108597325237,0.999774761206037,0.999549522412074,0,13867,2
0.000073105994416451,0.0071292332856054,0.00329826868312007,0.0442424113005903,0.99983090852819,0.999323634112761,0,13867,3
0.000000000000000000000000000000120794326111967,0.000000000000000333066907387547,0.00349274007020641,0.0431192287234044,1,NA,0,13867,4
0.0272711547224225,0.147535400144196,0.0634203248959724,0.159137563085797,0.937891674178209,0.917188898904278,0,13868,1
0.0000110512731788112,0.00249310313608091,0.00360215649990962,0.0445379991078681,0.999974831426013,0.999949662852027,0,13868,2
0.0000404102475985536,0.0053004420090101,0.00339536566881338,0.0440370370652028,0.999907968223204,0.999631872892815,0,13868,3
0.000000000000000000000000000000110933564796705,0.000000000000000244249065417534,0.0035804961285295,0.043667659574468,1,NA,0,13868,4
0.0286352803893295,0.152610670511896,0.0651815779975272,0.165618348954578,0.935284483350072,0.913712644466763,0,13872,1
0.00000720098538798125,0.0025342820864283,0.00281816602339302,0.036946081647139,0.9999837258276,0.9999674516552,0,13872,2
0.000012327264652442,0.0029275187923743,0.00312928608698709,0.0397648471009619,0.999972140475315,0.99988856190126,0,13872,3
0.0000000000000000000000000000000813512808509168,0.000000000000000199840144432528,0.00324400012101342,0.0394732446808508,1,NA,0,13872,4
0.0269517695025234,0.147109012256669,0.0629458941470753,0.159542862292718,0.938382209373969,0.917842945831959,0,13873,1
0.00000515999973650663,0.00188821838639703,0.00327959116729772,0.0406372721010628,0.999988203083164,0.999976406166329,0,13873,2
0.0000233252203702428,0.00402697755868979,0.00297158478433507,0.039501103919578,0.99994667331416,0.999786693256642,0,13873,3
0.0000000000000000000000000000000986076131526265,0.000000000000000266453525910038,0.00312145926554739,0.0391809707446808,1,NA,0,13873,4
0.026778981038212,0.14634881038212,0.0631174610635814,0.159854542177361,0.938793922315579,0.918391896420772,0,13874,1
0.0000139466575934123,0.00323356311142384,0.00330418813204224,0.0398690911953612,0.999968123499289,0.999936246998578,0,13874,2
0.0000251795977453262,0.0041839908445386,0.00275171372489936,0.0371349534971838,0.999942449475077,0.999769797900306,0,13874,3
0.0000000000000000000000000000000419082355898663,0.000000000000000155431223447522,0.00289866201263863,0.0373125531914895,1,NA,0,13874,4
0.0240099120403749,0.14047613554434,0.0599527376437607,0.152571449170872,0.943798211666179,0.925064282221572,0,13875,1
0.000100646255769469,0.00829696022698958,0.0043494341464199,0.0479991962808655,0.999764409817336,0.999528819634671,0,13875,2
0.0000752576500614833,0.00723338628309618,0.00296995978973893,0.0405576732216899,0.999823838816563,0.999295355266251,0,13875,3
0.000000000000000000000000000000167632942359465,0.000000000000000310862446895044,0.00323917834321059,0.0401218882978725,1,NA,0,13875,4
0.0216719480894016,0.136053064167268,0.0579293942974962,0.1456010814708,0.948658950938664,0.931545267918219,0,13882,1
0.000325592428332717,0.0148344235938436,0.0061349639095273,0.0613844222155778,0.999228668471885,0.99845733694377,0,13882,2
0.000185759852119503,0.0113642887496343,0.00348051184334196,0.047658509361307,0.999559933161433,0.998239732645732,0,13882,3
0.00000000000000000000000000000000493038065763132,0.0000000000000000444089209850063,0.00383469624415451,0.0462396808510638,1,NA,0,13882,4
0.021802628334535,0.136834318673396,0.0592630528906147,0.147621449170872,0.949103279093926,0.932137705458568,0,13885,1
0.000418462212509812,0.0173945781481945,0.00652109187030014,0.0645133742777589,0.99902312904146,0.99804625808292,0,13885,2
0.000182779117435443,0.0112727433557597,0.00332227016645449,0.0477269711530297,0.99957331485063,0.998293259402522,0,13885,3
0.00000000000000000000000000000000493038065763132,0.0000000000000000444089209850063,0.00358745839808671,0.0451977127659575,1,NA,0,13885,4
0.0227158721701515,0.139508291276136,0.0605860875915066,0.149092682047585,0.948222656389265,0.930963541852353,0,13886,1
0.000454555889507236,0.0187835259568124,0.00637735800185088,0.0632500545207591,0.998963909626493,0.997927819252987,0,13886,2
0.000159121244476065,0.0105179333631792,0.00296670375654354,0.0449088727201255,0.999637307549132,0.998549230196526,0,13886,3
0.0000000000000000000000000000000986076131526265,0.000000000000000266453525910038,0.00316848836953937,0.0424506914893618,1,NA,0,13886,4
0.023166624297044,0.141937130497477,0.0616565821699097,0.151745457822639,0.948465153859506,0.931286871812674,0,13887,1
0.000648300468820709,0.0219980911762407,0.00679536116569233,0.0666182875663081,0.998557836287018,0.997115672574036,0,13887,2
0.000240151231231599,0.0129213752915468,0.00283952333700225,0.0450668962063831,0.999465776429346,0.997863105717383,0,13887,3
0.0000000000000000000000000000000394430452610506,0.0000000000000000888178419700125,0.00306328668420235,0.0428384574468087,1,NA,0,13887,4
0.021904516149964,0.138877289113194,0.0622197432108663,0.153153749098774,0.952461987088204,0.936615982784272,0,13888,1
0.000841899149027792,0.0250558155784858,0.00816377887644919,0.0729941266111944,0.998172878490312,0.996345756980624,0,13888,2
0.000295224395869786,0.0143265774822735,0.00323248317386701,0.0482690504234996,0.999359292803062,0.997437171212246,0,13888,3
0.00000000000000000000000000000000986076131526265,0.0000000000000000444089209850063,0.00350885429565885,0.0449280319148937,1,NA,0,13888,4
0.0217785179524153,0.139472242249459,0.0643688853514117,0.15744902667628,0.954318005836418,0.939090674448558,0,13889,1
0.00106951285939425,0.027281011665969,0.00950963403915091,0.0797140482414778,0.997756620523606,0.995513241047212,0,13889,2
0.000434616977655427,0.0173827976767673,0.00380719885160444,0.0528980920251565,0.999088359902174,0.996353439608695,0,13889,3
0.0000000000000000000000000000000813512808509168,0.000000000000000199840144432528,0.00418848646436208,0.0491904255319151,1,NA,0,13889,4
0.0211962721701514,0.137845133381399,0.0625286844191922,0.156936517664023,0.954687713143833,0.939583617525111,0,13893,1
0.0011020923057398,0.0273767583716043,0.0090926970908196,0.0792211910167185,0.997644004459898,0.995288008919797,0,13893,2
0.000467885348180383,0.0180358267294169,0.00360818488956778,0.0523568256795534,0.998999779067642,0.995999116270567,0,13893,3
0.0000000000000000000000000000000123259516440783,0.0000000000000000666133814775094,0.00396920162405361,0.0483773936170213,1,NA,0,13893,4
0.019603629704398,0.133028695025234,0.060619140999621,0.155221701514059,0.957537445678792,0.943383260905057,0,13894,1
0.00133550432205024,0.0309574131760499,0.00996600439365663,0.0839290697944201,0.997107223219558,0.994214446439116,0,13894,2
0.000480568573678026,0.0182786457135548,0.00356195350546338,0.0532017642217474,0.998959061690484,0.995836246761937,0,13894,3
0.0000000000000000000000000000000616297582203915,0.000000000000000155431223447522,0.00385130530138172,0.0480684042553194,1,NA,0,13894,4
0.0210463232155732,0.138296178803172,0.0617154240196847,0.157495710165826,0.955171120711644,0.940228160948859,0,13895,1
0.0014427009259036,0.0312408641999697,0.00895630639525472,0.0799143308430154,0.996927032575045,0.99385406515009,0,13895,2
0.000651221505510457,0.0212779948099698,0.0031478635867498,0.0499197524211915,0.998612891669415,0.994451566677659,0,13895,3
0.0000000000000000000000000000000936772324949952,0.000000000000000266453525910038,0.00358998663173968,0.0455568617021278,1,NA,0,13895,4
0.0210031449170873,0.138258111031002,0.0610109803781535,0.157155803893295,0.955069834730765,0.940093112974353,0,13896,1
0.00156853332303582,0.0324421512517054,0.00882987672134016,0.080201474123235,0.99664457576651,0.99328915153302,0,13896,2
0.000658611000216738,0.0213983763575016,0.00286971361829325,0.0482617522455699,0.998591091895776,0.994364367583104,0,13896,3
0.00000000000000000000000000000000986076131526265,0.0000000000000000444089209850063,0.00319998624142024,0.0436019148936171,1,NA,0,13896,4
0.0204451950973324,0.137059552992069,0.0611324837252289,0.159573179524153,0.956718841721875,0.942291788962501,0,13899,1
0.00244055749878443,0.0414452582706533,0.0106374685413453,0.088325569175241,0.994833497313727,0.989666994627453,0,13899,2
0.000867071501554548,0.024552390780129,0.00272136576023605,0.0469455236346569,0.998164465600911,0.992657862403645,0,13899,3
0.0000000000000000000000000000000123259516440783,0.0000000000000000666133814775094,0.00283156919798011,0.0414320212765957,1,NA,0,13899,4
0.0199135015861572,0.134853640951694,0.061015596415331,0.161668457101658,0.958186487001335,0.944248649335113,0,13900,1
0.0028745414916253,0.0465085026945224,0.011548650546003,0.0936688044398164,0.993964161576243,0.987928323152486,0,13900,2
0.000818743529285664,0.0238583426727471,0.00263796619645749,0.0468493341294552,0.99828083759874,0.993123350394959,0,13900,3
0.0000000000000000000000000000000443734259186819,0.000000000000000133226762955019,0.00249890782075144,0.0395650531914894,1,NA,0,13900,4
0.0225998555155011,0.14360086517664,0.0673094977341354,0.169617952415285,0.955114023986939,0.940152031982585,0,13901,1
0.00237350974533439,0.0417744977264098,0.010861021087487,0.091218643223761,0.995285929973191,0.990571859946381,0,13901,2
0.000755536530015326,0.0229189155972298,0.00307835417205447,0.049651554053615,0.998499415425908,0.993997661703633,0,13901,3
0.0000000000000000000000000000000967587204060147,0.000000000000000277555756156289,0.00291526311328817,0.0430703191489364,1,NA,0,13901,4
0.0249180536409517,0.150338572458544,0.0702170123838152,0.17182537851478,0.952188734246854,0.936251645662472,0,13902,1
0.00167790400652101,0.0335968515711616,0.00862299598135389,0.0808287197731226,0.996780538499516,0.993561076999032,0,13902,2
0.000726552234006529,0.0224750027154665,0.00291790965680645,0.0483342249885223,0.998605935180806,0.994423740723226,0,13902,3
0.000000000000000000000000000000014791141972894,0.0000000000000000888178419700125,0.00306516188552514,0.0419212765957447,1,NA,0,13902,4
0.0291289083633742,0.158628406633021,0.0718887418039406,0.173992754145638,0.943710487912946,0.924947317217261,0,13903,1
0.000556212445090933,0.0195552218745917,0.00476878362169068,0.059062523172022,0.998925159612563,0.997850319225125,0,13903,2
0.000353538542046367,0.0156777853812232,0.00229061392551926,0.0421518198049329,0.999316812295624,0.997267249182495,0,13903,3
0.0000000000000000000000000000000517689969051289,0.000000000000000155431223447522,0.00252148296251716,0.0382297606382979,1,NA,0,13903,4
0.0262412253785148,0.152943330930065,0.0683035312538044,0.168539581831291,0.948439354586524,0.931252472782032,0,13906,1
0.00111452254983822,0.0275079954539537,0.00627195263529558,0.0689255054657951,0.997810106000439,0.995620212000878,0,13906,2
0.000550424275631606,0.0195620840886833,0.00229166612874595,0.0435687119033585,0.998918486827751,0.995673947311005,0,13906,3
0.0000000000000000000000000000000499201041585172,0.00000000000000014432899320127,0.00246067565783826,0.0386803723404257,1,NA,0,13906,4
0.0303176060562365,0.160458255227109,0.070439328395405,0.173378154289834,0.941095954231058,0.921461272308077,0,13907,1
0.000349786232587151,0.0155411862225174,0.00344402690287149,0.04862990557138,0.999320400686801,0.998640801373602,0,13907,2
0.000289402400609054,0.0141846098933813,0.00184918950589006,0.0368293142970173,0.999437720372133,0.997750881488532,0,13907,3
0.000000000000000000000000000000224948617504429,0.000000000000000455191440096314,0.00221237301499581,0.0366344946808508,1,NA,0,13907,4
0.0274329424657534,0.153375342465753,0.0653745739350722,0.164034246575343,0.944342189018093,0.925789585357458,0,13908,1
0.000457132918933534,0.0175901036658718,0.0039397286245137,0.0523592935851552,0.99907253778455,0.998145075569099,0,13908,2
0.000257935367718867,0.0133912704043525,0.00171826250293604,0.0360981769157278,0.999476683262834,0.997906733051335,0,13908,3
0.0000000000000000000000000000000178726298839135,0.000000000000000077715611723761,0.00198484520479394,0.035683590425532,1,NA,0,13908,4
0.0277878653208364,0.15446171593367,0.0667190819058837,0.165876856524874,0.944690260532595,0.926253680710126,0,13909,1
0.000493621621787597,0.0182311879168703,0.00402569865985911,0.0525197793242567,0.99901748180433,0.99803496360866,0,13909,2
0.000256012598783163,0.0133412646924288,0.00164008464764827,0.0351447554922677,0.999490425407797,0.997961701631186,0,13909,3
0.0000000000000000000000000000000080118685686509,0.0000000000000000555111512312578,0.00191913455553493,0.0346502659574469,1,NA,0,13909,4
0.0270027872386446,0.152447873107426,0.064516438279401,0.162832047584715,0.944862942527951,0.926483923370601,0,13910,1
0.000495498178222945,0.0183161906911568,0.00418517330658457,0.0551966133609694,0.99898824105495,0.9979764821099,0,13910,2
0.000274901570686007,0.0138246753774887,0.00183282231829602,0.038224286042972,0.999438677808772,0.997754711235086,0,13910,3
0.0000000000000000000000000000000474549138297015,0.00000000000000014432899320127,0.00205784423918422,0.0368982180851065,1,NA,0,13910,4
0.0280546502523432,0.152590338860851,0.0637271908250549,0.166078622927181,0.941346576762612,0.921795435683482,0,13913,1
0.000154180243480723,0.0103186757739579,0.00283116844713517,0.0438620669127368,0.999677657750342,0.999355315500683,0,13913,2
0.000151058923931161,0.0102480096331243,0.00180460820640479,0.0364025036345038,0.999684183444833,0.998736733779331,0,13913,3
0.0000000000000000000000000000000912120421661795,0.000000000000000244249065417534,0.0020825919642218,0.0365481914893619,1,NA,0,13913,4
0.027199286445566,0.149696899783706,0.0613233565010793,0.16311366258111,0.941423094246068,0.921897458994757,0,13914,1
0.000124645408622841,0.00914528264152421,0.00267087522365888,0.0426026719771214,0.999731561253705,0.99946312250741,0,13914,2
