TIME_PERIOD,MAT,OBS_VALUE
2008-02-25,180,1.891
2008-02-25,240,2.124
2008-02-25,300,2.326
2008-02-25,360,2.389
2008-02-25,480,2.51
2008-02-26,12,0.57
2008-02-26,24,0.623
2008-02-26,36,0.713
2008-02-26,48,0.868
2008-02-26,60,0.971
2008-02-26,72,1.063
2008-02-26,84,1.14
2008-02-26,96,1.24
2008-02-26,108,1.38
2008-02-26,120,1.487
2008-02-26,180,1.879
2008-02-26,240,2.109
2008-02-26,300,2.313
2008-02-26,360,2.375
2008-02-26,480,2.498
2008-02-27,12,0.571
2008-02-27,24,0.623
2008-02-27,36,0.713
2008-02-27,48,0.863
2008-02-27,60,0.968
2008-02-27,72,1.063
2008-02-27,84,1.145
2008-02-27,96,1.24
2008-02-27,108,1.379
2008-02-27,120,1.483
2008-02-27,180,1.874
2008-02-27,240,2.098
2008-02-27,300,2.302
2008-02-27,360,2.359
2008-02-27,480,2.483
2008-02-28,12,0.561
2008-02-28,24,0.594
2008-02-28,36,0.683
2008-02-28,48,0.823
2008-02-28,60,0.92
2008-02-28,72,1.015
2008-02-28,84,1.092
2008-02-28,96,1.192
2008-02-28,108,1.333
2008-02-28,120,1.44
2008-02-28,180,1.838
2008-02-28,240,2.066
2008-02-28,300,2.28
2008-02-28,360,2.335
2008-02-28,480,2.459
2008-02-29,12,0.546
2008-02-29,24,0.553
2008-02-29,36,0.627
2008-02-29,48,0.751
2008-02-29,60,0.847
2008-02-29,72,0.935
2008-02-29,84,1.01
2008-02-29,96,1.113
2008-02-29,108,1.263
2008-02-29,120,1.373
2008-02-29,180,1.78
2008-02-29,240,2.018
2008-02-29,300,2.24
2008-02-29,360,2.291
2008-02-29,480,2.419
2008-03-03,12,0.535
2008-03-03,24,0.523
2008-03-03,36,0.599
2008-03-03,48,0.727
2008-03-03,60,0.822
2008-03-03,72,0.91
2008-03-03,84,0.984
2008-03-03,96,1.093
2008-03-03,108,1.244
2008-03-03,120,1.358
2008-03-03,180,1.773
2008-03-03,240,2.014
2008-03-03,300,2.241
2008-03-03,360,2.292
2008-03-03,480,2.419
2008-03-04,12,0.539
2008-03-04,24,0.549
2008-03-04,36,0.625
2008-03-04,48,0.751
2008-03-04,60,0.848
2008-03-04,72,0.935
2008-03-04,84,1.012
2008-03-04,96,1.122
2008-03-04,108,1.273
2008-03-04,120,1.393
2008-03-04,180,1.792
2008-03-04,240,2.035
2008-03-04,300,2.26
2008-03-04,360,2.316
2008-03-04,480,2.44
2008-03-05,12,0.534
2008-03-05,24,0.534
2008-03-05,36,0.6
2008-03-05,48,0.723
2008-03-05,60,0.816
2008-03-05,72,0.905
2008-03-05,84,0.983
2008-03-05,96,1.093
2008-03-05,108,1.245
2008-03-05,120,1.369
2008-03-05,180,1.784
2008-03-05,240,2.042
2008-03-05,300,2.269
2008-03-05,360,2.326
2008-03-05,480,2.451
2008-03-06,12,0.527
2008-03-06,24,0.524
2008-03-06,36,0.58
2008-03-06,48,0.693
2008-03-06,60,0.79
2008-03-06,72,0.883
2008-03-06,84,0.968
2008-03-06,96,1.073
2008-03-06,108,1.232
2008-03-06,120,1.356
2008-03-06,180,1.776
2008-03-06,240,2.043
2008-03-06,300,2.28
2008-03-06,360,2.342
2008-03-06,480,2.466
2008-03-07,12,0.516
2008-03-07,24,0.509
2008-03-07,36,0.559
2008-03-07,48,0.668
2008-03-07,60,0.761
2008-03-07,72,0.856
2008-03-07,84,0.949
2008-03-07,96,1.049
2008-03-07,108,1.221
2008-03-07,120,1.351
2008-03-07,180,1.783
2008-03-07,240,2.065
2008-03-07,300,2.305
2008-03-07,360,2.375
2008-03-07,480,2.494
2008-03-10,12,0.514
2008-03-10,24,0.519
2008-03-10,36,0.558
2008-03-10,48,0.656
2008-03-10,60,0.739
2008-03-10,72,0.821
2008-03-10,84,0.901
2008-03-10,96,1.014
2008-03-10,108,1.197
2008-03-10,120,1.333
2008-03-10,180,1.774
2008-03-10,240,2.061
2008-03-10,300,2.314
2008-03-10,360,2.389
2008-03-10,480,2.507
2008-03-11,12,0.532
2008-03-11,24,0.55
2008-03-11,36,0.594
2008-03-11,48,0.686
2008-03-11,60,0.766
2008-03-11,72,0.835
2008-03-11,84,0.907
2008-03-11,96,1.01
2008-03-11,108,1.19
2008-03-11,120,1.327
2008-03-11,180,1.764
2008-03-11,240,2.047
2008-03-11,300,2.3
2008-03-11,360,2.376
2008-03-11,480,2.495
2008-03-12,12,0.541
2008-03-12,24,0.579
2008-03-12,36,0.623
2008-03-12,48,0.711
2008-03-12,60,0.78
2008-03-12,72,0.848
2008-03-12,84,0.915
2008-03-12,96,1.015
2008-03-12,108,1.194
2008-03-12,120,1.333
2008-03-12,180,1.777
2008-03-12,240,2.061
2008-03-12,300,2.311
2008-03-12,360,2.392
2008-03-12,480,2.509
2008-03-13,12,0.532
2008-03-13,24,0.56
2008-03-13,36,0.599
2008-03-13,48,0.681
2008-03-13,60,0.739
2008-03-13,72,0.803
2008-03-13,84,0.868
2008-03-13,96,0.967
2008-03-13,108,1.153
2008-03-13,120,1.296
2008-03-13,180,1.766
2008-03-13,240,2.058
2008-03-13,300,2.311
2008-03-13,360,2.396
2008-03-13,480,2.517
2008-03-14,12,0.541
2008-03-14,24,0.565
2008-03-14,36,0.608
2008-03-14,48,0.686
2008-03-14,60,0.741
2008-03-14,72,0.798
2008-03-14,84,0.846
2008-03-14,96,0.941
2008-03-14,108,1.127
2008-03-14,120,1.271
2008-03-14,180,1.783
2008-03-14,240,2.088
2008-03-14,300,2.342
2008-03-14,360,2.437
2008-03-14,480,2.552
2008-03-17,12,0.537
2008-03-17,24,0.56
2008-03-17,36,0.603
2008-03-17,48,0.678
2008-03-17,60,0.727
2008-03-17,72,0.75
2008-03-17,84,0.755
2008-03-17,96,0.881
2008-03-17,108,1.114
2008-03-17,120,1.272
2008-03-17,180,1.845
2008-03-17,240,2.182
2008-03-17,300,2.429
2008-03-17,360,2.539
2008-03-17,480,2.652
2008-03-18,12,0.536
2008-03-18,24,0.575
2008-03-18,36,0.649
2008-03-18,48,0.748
2008-03-18,60,0.776
2008-03-18,72,0.823
2008-03-18,84,0.833
2008-03-18,96,0.935
2008-03-18,108,1.168
2008-03-18,120,1.314
2008-03-18,180,1.828
2008-03-18,240,2.144
2008-03-18,300,2.376
2008-03-18,360,2.475
2008-03-18,480,2.605
2008-03-19,12,0.535
2008-03-19,24,0.565
2008-03-19,36,0.638
2008-03-19,48,0.73
2008-03-19,60,0.755
2008-03-19,72,0.806
2008-03-19,84,0.812
2008-03-19,96,0.893
2008-03-19,108,1.129
2008-03-19,120,1.276
2008-03-19,180,1.782
2008-03-19,240,2.096
2008-03-19,300,2.335
2008-03-19,360,2.423
2008-03-19,480,2.56
2008-03-21,12,0.543
2008-03-21,24,0.57
2008-03-21,36,0.65
2008-03-21,48,0.745
2008-03-21,60,0.776
2008-03-21,72,0.84
2008-03-21,84,0.86
2008-03-21,96,0.904
2008-03-21,108,1.135
2008-03-21,120,1.277
2008-03-21,180,1.749
2008-03-21,240,2.052
2008-03-21,300,2.283
2008-03-21,360,2.367
2008-03-21,480,2.504
2008-03-24,12,0.541
2008-03-24,24,0.571
2008-03-24,36,0.648
2008-03-24,48,0.742
2008-03-24,60,0.772
2008-03-24,72,0.842
2008-03-24,84,0.87
2008-03-24,96,0.913
2008-03-24,108,1.131
2008-03-24,120,1.264
2008-03-24,180,1.727
2008-03-24,240,2.023
2008-03-24,300,2.252
2008-03-24,360,2.332
2008-03-24,480,2.471
2008-03-25,12,0.54
2008-03-25,24,0.566
2008-03-25,36,0.634
2008-03-25,48,0.724
2008-03-25,60,0.753
2008-03-25,72,0.827
2008-03-25,84,0.875
2008-03-25,96,0.917
2008-03-25,108,1.132
2008-03-25,120,1.26
2008-03-25,180,1.723
2008-03-25,240,2.02
2008-03-25,300,2.239
2008-03-25,360,2.313
2008-03-25,480,2.456
2008-03-26,12,0.549
2008-03-26,24,0.571
2008-03-26,36,0.637
2008-03-26,48,0.727
2008-03-26,60,0.757
2008-03-26,72,0.82
2008-03-26,84,0.871
2008-03-26,96,0.932
2008-03-26,108,1.151
2008-03-26,120,1.284
2008-03-26,180,1.739
2008-03-26,240,2.044
2008-03-26,300,2.263
2008-03-26,360,2.342
2008-03-26,480,2.483
2008-03-27,12,0.548
2008-03-27,24,0.575
2008-03-27,36,0.629
2008-03-27,48,0.717
2008-03-27,60,0.747
2008-03-27,72,0.791
2008-03-27,84,0.84
2008-03-27,96,0.906
2008-03-27,108,1.134
2008-03-27,120,1.278
2008-03-27,180,1.745
2008-03-27,240,2.057
2008-03-27,300,2.279
2008-03-27,360,2.359
2008-03-27,480,2.499
2008-03-28,12,0.547
2008-03-28,24,0.572
2008-03-28,36,0.625
2008-03-28,48,0.714
2008-03-28,60,0.747
2008-03-28,72,0.791
2008-03-28,84,0.844
2008-03-28,96,0.906
2008-03-28,108,1.128
2008-03-28,120,1.278
2008-03-28,180,1.755
2008-03-28,240,2.071
2008-03-28,300,2.293
2008-03-28,360,2.376
2008-03-28,480,2.516
2008-03-31,12,0.545
2008-03-31,24,0.564
2008-03-31,36,0.62
2008-03-31,48,0.709
2008-03-31,60,0.743
2008-03-31,72,0.792
2008-03-31,84,0.853
2008-03-31,96,0.924
2008-03-31,108,1.135
2008-03-31,120,1.285
2008-03-31,180,1.765
2008-03-31,240,2.088
2008-03-31,300,2.311
2008-03-31,360,2.399
2008-03-31,480,2.534
2008-04-01,12,0.555
2008-04-01,24,0.579
2008-04-01,36,0.658
2008-04-01,48,0.765
2008-04-01,60,0.805
2008-04-01,72,0.855
2008-04-01,84,0.92
2008-04-01,96,0.997
2008-04-01,108,1.208
2008-04-01,120,1.358
2008-04-01,180,1.822
2008-04-01,240,2.142
2008-04-01,300,2.36
2008-04-01,360,2.455
2008-04-01,480,2.586
2008-04-02,12,0.555
2008-04-02,24,0.585
2008-04-02,36,0.671
2008-04-02,48,0.785
2008-04-02,60,0.826
2008-04-02,72,0.875
2008-04-02,84,0.936
2008-04-02,96,1.019
2008-04-02,108,1.23
2008-04-02,120,1.375
2008-04-02,180,1.827
2008-04-02,240,2.136
2008-04-02,300,2.356
2008-04-02,360,2.448
2008-04-02,480,2.581
2008-04-03,12,0.554
2008-04-03,24,0.574
2008-04-03,36,0.657
2008-04-03,48,0.772
2008-04-03,60,0.824
2008-04-03,72,0.876
2008-04-03,84,0.936
2008-04-03,96,1.019
2008-04-03,108,1.218
2008-04-03,120,1.361
2008-04-03,180,1.81
2008-04-03,240,2.109
2008-04-03,300,2.335
2008-04-03,360,2.423
2008-04-03,480,2.557
2008-04-04,12,0.543
2008-04-04,24,0.559
2008-04-04,36,0.627
2008-04-04,48,0.739
2008-04-04,60,0.806
2008-04-04,72,0.855
2008-04-04,84,0.916
2008-04-04,96,0.996
2008-04-04,108,1.193
2008-04-04,120,1.334
2008-04-04,180,1.785
2008-04-04,240,2.081
2008-04-04,300,2.31
2008-04-04,360,2.395
2008-04-04,480,2.533
2008-04-07,12,0.541
2008-04-07,24,0.564
2008-04-07,36,0.632
2008-04-07,48,0.751
2008-04-07,60,0.82
2008-04-07,72,0.877
2008-04-07,84,0.94
2008-04-07,96,1.017
2008-04-07,108,1.208
2008-04-07,120,1.344
2008-04-07,180,1.785
2008-04-07,240,2.076
2008-04-07,300,2.306
2008-04-07,360,2.387
2008-04-07,480,2.53
2008-04-08,12,0.541
2008-04-08,24,0.569
2008-04-08,36,0.628
2008-04-08,48,0.742
2008-04-08,60,0.802
2008-04-08,72,0.851
2008-04-08,84,0.908
2008-04-08,96,0.998
2008-04-08,108,1.19
2008-04-08,120,1.33
2008-04-08,180,1.776
2008-04-08,240,2.071
2008-04-08,300,2.306
2008-04-08,360,2.389
2008-04-08,480,2.529
2008-04-09,12,0.55
2008-04-09,24,0.589
2008-04-09,36,0.651
2008-04-09,48,0.761
2008-04-09,60,0.819
2008-04-09,72,0.864
2008-04-09,84,0.914
2008-04-09,96,1.005
2008-04-09,108,1.2
2008-04-09,120,1.344
2008-04-09,180,1.79
2008-04-09,240,2.086
2008-04-09,300,2.32
2008-04-09,360,2.406
2008-04-09,480,2.543
2008-04-10,12,0.55
2008-04-10,24,0.599
2008-04-10,36,0.663
2008-04-10,48,0.761
2008-04-10,60,0.809
2008-04-10,72,0.846
2008-04-10,84,0.884
2008-04-10,96,0.975
2008-04-10,108,1.178
2008-04-10,120,1.336
2008-04-10,180,1.798
2008-04-10,240,2.094
2008-04-10,300,2.332
2008-04-10,360,2.419
2008-04-10,480,2.554
2008-04-11,12,0.56
2008-04-11,24,0.605
2008-04-11,36,0.684
2008-04-11,48,0.798
2008-04-11,60,0.853
2008-04-11,72,0.906
2008-04-11,84,0.957
2008-04-11,96,1.042
2008-04-11,108,1.232
2008-04-11,120,1.378
2008-04-11,180,1.832
2008-04-11,240,2.124
2008-04-11,300,2.356
2008-04-11,360,2.443
2008-04-11,480,2.574
2008-04-14,12,0.549
2008-04-14,24,0.6
2008-04-14,36,0.672
2008-04-14,48,0.773
2008-04-14,60,0.824
2008-04-14,72,0.865
2008-04-14,84,0.902
2008-04-14,96,0.99
2008-04-14,108,1.182
2008-04-14,120,1.342
2008-04-14,180,1.811
2008-04-14,240,2.116
2008-04-14,300,2.351
2008-04-14,360,2.438
2008-04-14,480,2.567
2008-04-15,12,0.549
2008-04-15,24,0.6
2008-04-15,36,0.683
2008-04-15,48,0.786
2008-04-15,60,0.844
2008-04-15,72,0.895
2008-04-15,84,0.934
2008-04-15,96,1.006
2008-04-15,108,1.194
2008-04-15,120,1.35
2008-04-15,180,1.816
2008-04-15,240,2.115
2008-04-15,300,2.345
2008-04-15,360,2.427
2008-04-15,480,2.559
2008-04-16,12,0.559
2008-04-16,24,0.62
2008-04-16,36,0.709
2008-04-16,48,0.809
2008-04-16,60,0.865
2008-04-16,72,0.915
2008-04-16,84,0.95
2008-04-16,96,1.02
2008-04-16,108,1.204
2008-04-16,120,1.355
2008-04-16,180,1.832
2008-04-16,240,2.128
2008-04-16,300,2.345
2008-04-16,360,2.427
2008-04-16,480,2.557
2008-04-17,12,0.559
2008-04-17,24,0.646
2008-04-17,36,0.749
2008-04-17,48,0.855
2008-04-17,60,0.909
2008-04-17,72,0.966
2008-04-17,84,1.005
2008-04-17,96,1.064
2008-04-17,108,1.239
2008-04-17,120,1.381
2008-04-17,180,1.866
2008-04-17,240,2.151
2008-04-17,300,2.36
2008-04-17,360,2.443
2008-04-17,480,2.573
2008-04-18,12,0.558
2008-04-18,24,0.646
2008-04-18,36,0.759
2008-04-18,48,0.869
2008-04-18,60,0.923
2008-04-18,72,0.988
2008-04-18,84,1.035
2008-04-18,96,1.095
2008-04-18,108,1.268
2008-04-18,120,1.4
2008-04-18,180,1.895
2008-04-18,240,2.163
2008-04-18,300,2.359
2008-04-18,360,2.439
2008-04-18,480,2.571
2008-04-21,12,0.568
2008-04-21,24,0.662
2008-04-21,36,0.794
2008-04-21,48,0.911
2008-04-21,60,0.968
2008-04-21,72,1.041
2008-04-21,84,1.09
2008-04-21,96,1.167
2008-04-21,108,1.326
2008-04-21,120,1.447
2008-04-21,180,1.938
2008-04-21,240,2.181
2008-04-21,300,2.374
2008-04-21,360,2.455
2008-04-21,480,2.585
2008-04-22,12,0.578
2008-04-22,24,0.683
2008-04-22,36,0.818
2008-04-22,48,0.938
2008-04-22,60,0.996
2008-04-22,72,1.071
2008-04-22,84,1.119
2008-04-22,96,1.201
2008-04-22,108,1.356
2008-04-22,120,1.47
2008-04-22,180,1.945
2008-04-22,240,2.177
2008-04-22,300,2.364
2008-04-22,360,2.441
2008-04-22,480,2.572
2008-04-23,12,0.588
2008-04-23,24,0.689
2008-04-23,36,0.813
2008-04-23,48,0.923
2008-04-23,60,0.977
2008-04-23,72,1.055
2008-04-23,84,1.105
2008-04-23,96,1.193
2008-04-23,108,1.347
2008-04-23,120,1.454
2008-04-23,180,1.913
2008-04-23,240,2.155
2008-04-23,300,2.352
2008-04-23,360,2.425
2008-04-23,480,2.559
2008-04-24,12,0.6
2008-04-24,24,0.72
2008-04-24,36,0.862
2008-04-24,48,0.984
2008-04-24,60,1.052
2008-04-24,72,1.129
2008-04-24,84,1.185
2008-04-24,96,1.264
2008-04-24,108,1.404
2008-04-24,120,1.483
2008-04-24,180,1.933
2008-04-24,240,2.175
2008-04-24,300,2.366
2008-04-24,360,2.441
2008-04-24,480,2.569
2008-04-25,12,0.661
2008-04-25,24,0.818
2008-04-25,36,1.005
2008-04-25,48,1.145
2008-04-25,60,1.215
2008-04-25,72,1.295
2008-04-25,84,1.346
2008-04-25,96,1.41
2008-04-25,108,1.538
2008-04-25,120,1.585
2008-04-25,180,2.014
2008-04-25,240,2.245
2008-04-25,300,2.413
2008-04-25,360,2.491
2008-04-25,480,2.616
2008-04-28,12,0.667
2008-04-28,24,0.824
2008-04-28,36,1.01
2008-04-28,48,1.154
2008-04-28,60,1.227
2008-04-28,72,1.297
2008-04-28,84,1.348
2008-04-28,96,1.415
2008-04-28,108,1.551
2008-04-28,120,1.603
2008-04-28,180,2.015
2008-04-28,240,2.224
2008-04-28,300,2.397
2008-04-28,360,2.47
2008-04-28,480,2.598
2008-04-30,12,0.671
2008-04-30,24,0.775
2008-04-30,36,0.941
2008-04-30,48,1.077
2008-04-30,60,1.149
2008-04-30,72,1.227
2008-04-30,84,1.287
2008-04-30,96,1.357
2008-04-30,108,1.5
2008-04-30,120,1.564
2008-04-30,180,1.989
2008-04-30,240,2.198
2008-04-30,300,2.387
2008-04-30,360,2.462
2008-04-30,480,2.587
2008-05-01,12,0.646
2008-05-01,24,0.735
2008-05-01,36,0.892
2008-05-01,48,1.033
2008-05-01,60,1.111
2008-05-01,72,1.193
2008-05-01,84,1.261
2008-05-01,96,1.333
2008-05-01,108,1.486
2008-05-01,120,1.566
2008-05-01,180,1.99
2008-05-01,240,2.203
2008-05-01,300,2.396
2008-05-01,360,2.471
2008-05-01,480,2.593
2008-05-02,12,0.651
2008-05-02,24,0.753
2008-05-02,36,0.906
2008-05-02,48,1.066
2008-05-02,60,1.161
2008-05-02,72,1.249
2008-05-02,84,1.326
2008-05-02,96,1.395
2008-05-02,108,1.542
2008-05-02,120,1.624
2008-05-02,180,2.032
2008-05-02,240,2.233
2008-05-02,300,2.418
2008-05-02,360,2.495
2008-05-02,480,2.614
2008-05-07,12,0.651
2008-05-07,24,0.753
2008-05-07,36,0.911
2008-05-07,48,1.09
2008-05-07,60,1.195
2008-05-07,72,1.28
2008-05-07,84,1.356
2008-05-07,96,1.426
2008-05-07,108,1.57
2008-05-07,120,1.648
2008-05-07,180,2.045
2008-05-07,240,2.242
2008-05-07,300,2.42
2008-05-07,360,2.497
2008-05-07,480,2.613
2008-05-08,12,0.641
2008-05-08,24,0.738
2008-05-08,36,0.892
2008-05-08,48,1.071
2008-05-08,60,1.179
2008-05-08,72,1.258
2008-05-08,84,1.326
2008-05-08,96,1.405
2008-05-08,108,1.558
2008-05-08,120,1.654
2008-05-08,180,2.042
2008-05-08,240,2.243
2008-05-08,300,2.417
2008-05-08,360,2.493
2008-05-08,480,2.608
2008-05-09,12,0.633
2008-05-09,24,0.724
2008-05-09,36,0.853
2008-05-09,48,1.014
2008-05-09,60,1.124
2008-05-09,72,1.186
2008-05-09,84,1.242
2008-05-09,96,1.319
2008-05-09,108,1.48
2008-05-09,120,1.575
2008-05-09,180,1.976
2008-05-09,240,2.191
2008-05-09,300,2.372
2008-05-09,360,2.444
2008-05-09,480,2.563
2008-05-12,12,0.641
2008-05-12,24,0.74
2008-05-12,36,0.879
2008-05-12,48,1.041
2008-05-12,60,1.153
2008-05-12,72,1.219
2008-05-12,84,1.277
2008-05-12,96,1.35
2008-05-12,108,1.509
2008-05-12,120,1.603
2008-05-12,180,1.991
2008-05-12,240,2.203
2008-05-12,300,2.379
2008-05-12,360,2.452
2008-05-12,480,2.573
2008-05-13,12,0.64
2008-05-13,24,0.756
2008-05-13,36,0.908
2008-05-13,48,1.069
2008-05-13,60,1.186
2008-05-13,72,1.244
2008-05-13,84,1.294
2008-05-13,96,1.357
2008-05-13,108,1.512
2008-05-13,120,1.598
2008-05-13,180,1.979
2008-05-13,240,2.186
2008-05-13,300,2.357
2008-05-13,360,2.426
2008-05-13,480,2.548
2008-05-14,12,0.68
2008-05-14,24,0.811
2008-05-14,36,1
2008-05-14,48,1.166
2008-05-14,60,1.283
2008-05-14,72,1.361
2008-05-14,84,1.417
2008-05-14,96,1.472
2008-05-14,108,1.618
2008-05-14,120,1.682
2008-05-14,180,2.034
2008-05-14,240,2.223
2008-05-14,300,2.387
2008-05-14,360,2.46
2008-05-14,480,2.574
2008-05-15,12,0.709
2008-05-15,24,0.841
2008-05-15,36,1.022
2008-05-15,48,1.168
2008-05-15,60,1.276
2008-05-15,72,1.349
2008-05-15,84,1.401
2008-05-15,96,1.463
2008-05-15,108,1.616
2008-05-15,120,1.68
2008-05-15,180,2.045
2008-05-15,240,2.231
2008-05-15,300,2.394
2008-05-15,360,2.468
2008-05-15,480,2.584
2008-05-16,12,0.709
2008-05-16,24,0.837
2008-05-16,36,1.022
2008-05-16,48,1.184
2008-05-16,60,1.297
2008-05-16,72,1.383
2008-05-16,84,1.447
2008-05-16,96,1.504
2008-05-16,108,1.653
2008-05-16,120,1.703
2008-05-16,180,2.073
2008-05-16,240,2.257
2008-05-16,300,2.417
2008-05-16,360,2.492
2008-05-16,480,2.609
2008-05-19,12,0.709
2008-05-19,24,0.829
2008-05-19,36,1.006
2008-05-19,48,1.16
2008-05-19,60,1.263
2008-05-19,72,1.344
2008-05-19,84,1.404
2008-05-19,96,1.47
2008-05-19,108,1.626
2008-05-19,120,1.681
2008-05-19,180,2.064
2008-05-19,240,2.247
2008-05-19,300,2.412
2008-05-19,360,2.486
2008-05-19,480,2.606
2008-05-20,12,0.707
2008-05-20,24,0.814
2008-05-20,36,0.985
2008-05-20,48,1.128
2008-05-20,60,1.225
2008-05-20,72,1.305
2008-05-20,84,1.367
2008-05-20,96,1.432
2008-05-20,108,1.592
2008-05-20,120,1.655
2008-05-20,180,2.047
2008-05-20,240,2.241
2008-05-20,300,2.409
2008-05-20,360,2.48
2008-05-20,480,2.599
2008-05-21,12,0.697
2008-05-21,24,0.784
2008-05-21,36,0.956
2008-05-21,48,1.093
2008-05-21,60,1.185
2008-05-21,72,1.266
2008-05-21,84,1.325
2008-05-21,96,1.391
2008-05-21,108,1.553
2008-05-21,120,1.623
2008-05-21,180,2.026
2008-05-21,240,2.233
2008-05-21,300,2.406
2008-05-21,360,2.477
2008-05-21,480,2.597
2008-05-22,12,0.696
2008-05-22,24,0.795
2008-05-22,36,0.982
2008-05-22,48,1.125
2008-05-22,60,1.223
2008-05-22,72,1.305
2008-05-22,84,1.371
2008-05-22,96,1.44
2008-05-22,108,1.602
2008-05-22,120,1.671
2008-05-22,180,2.073
2008-05-22,240,2.28
2008-05-22,300,2.447
2008-05-22,360,2.52
2008-05-22,480,2.637
2008-05-23,12,0.705
2008-05-23,24,0.837
2008-05-23,36,1.033
2008-05-23,48,1.206
2008-05-23,60,1.316
2008-05-23,72,1.409
2008-05-23,84,1.487
2008-05-23,96,1.545
2008-05-23,108,1.686
2008-05-23,120,1.746
2008-05-23,180,2.143
2008-05-23,240,2.338
2008-05-23,300,2.482
2008-05-23,360,2.546
2008-05-23,480,2.661
2008-05-26,12,0.703
2008-05-26,24,0.839
2008-05-26,36,1.035
2008-05-26,48,1.212
2008-05-26,60,1.319
2008-05-26,72,1.407
2008-05-26,84,1.476
2008-05-26,96,1.54
2008-05-26,108,1.687
2008-05-26,120,1.752
2008-05-26,180,2.154
2008-05-26,240,2.338
2008-05-26,300,2.488
2008-05-26,360,2.548
2008-05-26,480,2.661
2008-05-27,12,0.713
2008-05-27,24,0.861
2008-05-27,36,1.063
2008-05-27,48,1.248
2008-05-27,60,1.351
2008-05-27,72,1.438
2008-05-27,84,1.491
2008-05-27,96,1.56
2008-05-27,108,1.706
2008-05-27,120,1.771
2008-05-27,180,2.164
2008-05-27,240,2.326
2008-05-27,300,2.479
2008-05-27,360,2.534
2008-05-27,480,2.651
2008-05-28,12,0.712
2008-05-28,24,0.856
2008-05-28,36,1.033
2008-05-28,48,1.21
2008-05-28,60,1.312
2008-05-28,72,1.402
2008-05-28,84,1.457
2008-05-28,96,1.536
2008-05-28,108,1.683
2008-05-28,120,1.748
2008-05-28,180,2.136
2008-05-28,240,2.297
2008-05-28,300,2.451
2008-05-28,360,2.501
2008-05-28,480,2.616
2008-05-29,12,0.726
2008-05-29,24,0.899
2008-05-29,36,1.081
2008-05-29,48,1.27
2008-05-29,60,1.37
2008-05-29,72,1.466
2008-05-29,84,1.519
2008-05-29,96,1.604
2008-05-29,108,1.744
2008-05-29,120,1.793
2008-05-29,180,2.163
2008-05-29,240,2.317
2008-05-29,300,2.463
2008-05-29,360,2.508
2008-05-29,480,2.62
2008-05-30,12,0.74
2008-05-30,24,0.9
2008-05-30,36,1.066
2008-05-30,48,1.253
2008-05-30,60,1.34
2008-05-30,72,1.432
2008-05-30,84,1.481
2008-05-30,96,1.576
2008-05-30,108,1.715
2008-05-30,120,1.758
2008-05-30,180,2.13
2008-05-30,240,2.291
2008-05-30,300,2.443
2008-05-30,360,2.488
2008-05-30,480,2.6
2008-06-02,12,0.745
2008-06-02,24,0.919
2008-06-02,36,1.103
2008-06-02,48,1.296
2008-06-02,60,1.385
2008-06-02,72,1.486
2008-06-02,84,1.537
2008-06-02,96,1.629
2008-06-02,108,1.761
2008-06-02,120,1.784
2008-06-02,180,2.161
2008-06-02,240,2.326
2008-06-02,300,2.473
2008-06-02,360,2.52
2008-06-02,480,2.631
2008-06-03,12,0.718
2008-06-03,24,0.857
2008-06-03,36,1.012
2008-06-03,48,1.196
2008-06-03,60,1.271
2008-06-03,72,1.354
2008-06-03,84,1.385
2008-06-03,96,1.512
2008-06-03,108,1.668
2008-06-03,120,1.738
2008-06-03,180,2.107
2008-06-03,240,2.29
2008-06-03,300,2.447
2008-06-03,360,2.496
2008-06-03,480,2.608
2008-06-04,12,0.717
2008-06-04,24,0.863
2008-06-04,36,1.031
2008-06-04,48,1.236
2008-06-04,60,1.337
2008-06-04,72,1.42
2008-06-04,84,1.458
2008-06-04,96,1.558
2008-06-04,108,1.699
2008-06-04,120,1.766
2008-06-04,180,2.136
2008-06-04,240,2.327
2008-06-04,300,2.48
2008-06-04,360,2.533
2008-06-04,480,2.643
2008-06-05,12,0.703
2008-06-05,24,0.828
2008-06-05,36,0.989
2008-06-05,48,1.186
2008-06-05,60,1.296
2008-06-05,72,1.368
2008-06-05,84,1.399
2008-06-05,96,1.5
2008-06-05,108,1.652
2008-06-05,120,1.725
2008-06-05,180,2.119
2008-06-05,240,2.322
2008-06-05,300,2.473
2008-06-05,360,2.524
2008-06-05,480,2.635
2008-06-06,12,0.713
2008-06-06,24,0.874
2008-06-06,36,1.058
2008-06-06,48,1.254
2008-06-06,60,1.379
2008-06-06,72,1.454
2008-06-06,84,1.495
2008-06-06,96,1.58
2008-06-06,108,1.716
2008-06-06,120,1.782
2008-06-06,180,2.158
2008-06-06,240,2.344
2008-06-06,300,2.482
2008-06-06,360,2.533
2008-06-06,480,2.636
2008-06-09,12,0.701
2008-06-09,24,0.846
2008-06-09,36,1.019
2008-06-09,48,1.207
2008-06-09,60,1.322
2008-06-09,72,1.391
2008-06-09,84,1.42
2008-06-09,96,1.502
2008-06-09,108,1.648
2008-06-09,120,1.718
2008-06-09,180,2.102
2008-06-09,240,2.292
2008-06-09,300,2.432
2008-06-09,360,2.479
2008-06-09,480,2.585
2008-06-10,12,0.74
2008-06-10,24,0.942
2008-06-10,36,1.133
2008-06-10,48,1.314
2008-06-10,60,1.445
